target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.724285;0.220572;0.036762;0.018381
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.707068;0.241238;0.034463;0.017231
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.687413;0.234440;0.062517;0.015629
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.467661;0.354893;0.118298;0.059149
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.713630;0.238641;0.031819;0.015909
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.686255;0.250996;0.047062;0.015687
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.597580;0.273988;0.094183;0.034248
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.431251;0.375375;0.136500;0.056875
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.900103;0.079918;0.014985;0.004995
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.475523;0.349651;0.116550;0.058275
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.443980;0.370680;0.150589;0.034751
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.415624;0.393330;0.157332;0.033714
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.453388;0.372161;0.139560;0.034890
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.573393;0.281561;0.119450;0.025596
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.256540;0.450272;0.201567;0.091621
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.277056;0.357231;0.277056;0.088658
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.718485;0.231836;0.033119;0.016560
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.901859;0.073606;0.019628;0.004907
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.467832;0.354779;0.118260;0.059130
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.597902;0.268065;0.108902;0.025131
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.693774;0.229669;0.061245;0.015311
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.626518;0.248988;0.082996;0.041498
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.443160;0.371227;0.150811;0.034803
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.408354;0.398223;0.159289;0.034133
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.460619;0.367238;0.137714;0.034429
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.566152;0.286339;0.121477;0.026031
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.303999;0.348574;0.238856;0.108571
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.276814;0.357791;0.276814;0.088580
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.570564;0.283428;0.120242;0.025766
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.255835;0.451782;0.201013;0.091370
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.274910;0.362210;0.274910;0.087971
X_6;X_3,X_4,X_5;0,1,2,3;1;3;3;0.196859;0.489957;0.232651;0.080533
X_6;X_3,X_4,X_5;0,1,2,3;2;0;0;0.913105;0.065171;0.017379;0.004345
X_6;X_3,X_4,X_5;0,1,2,3;2;0;1;0.474711;0.350193;0.116731;0.058365
X_6;X_3,X_4,X_5;0,1,2,3;2;0;2;0.586416;0.275723;0.112012;0.025849
X_6;X_3,X_4,X_5;0,1,2,3;2;0;3;0.549094;0.303494;0.121398;0.026014
