target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.843002;0.125599;0.020933;0.010467
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.837216;0.134057;0.019151;0.009576
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.799385;0.150462;0.040123;0.010031
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.541477;0.305682;0.101894;0.050947
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.827556;0.143704;0.019160;0.009580
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.780162;0.175871;0.032976;0.010992
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.519211;0.327346;0.112525;0.040918
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.495829;0.332753;0.121001;0.050417
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.786306;0.170955;0.032054;0.010685
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.551254;0.299164;0.099721;0.049861
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.528763;0.314158;0.127627;0.029452
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.486767;0.345445;0.138178;0.029610
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.528603;0.320951;0.120357;0.030089
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.503911;0.327419;0.138905;0.029765
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.279165;0.401790;0.219344;0.099702
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.247108;0.426709;0.247108;0.079075
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.821862;0.146702;0.020957;0.010479
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.796019;0.152986;0.040796;0.010199
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.562122;0.291919;0.097306;0.048653
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.509050;0.327300;0.132966;0.030684
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.788540;0.158595;0.042292;0.010573
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.553298;0.297802;0.099267;0.049634
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.527081;0.315279;0.128082;0.029557
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.476789;0.352161;0.140865;0.030185
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.521566;0.325742;0.122153;0.030538
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.510307;0.323197;0.137114;0.029382
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.282062;0.395582;0.221620;0.100736
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.247651;0.425450;0.247651;0.079248
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.512288;0.321890;0.136559;0.029263
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.278585;0.403032;0.218888;0.099495
