target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.744140;0.184788;0.056858;0.014214
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.720548;0.209589;0.055890;0.013973
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.719812;0.203773;0.063679;0.012736
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.563213;0.282091;0.109197;0.045499
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.727560;0.204330;0.054488;0.013622
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.846236;0.113652;0.033427;0.006685
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.450374;0.362753;0.142903;0.043970
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.438431;0.367180;0.151192;0.043198
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.702332;0.216486;0.067652;0.013530
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.551115;0.293150;0.109931;0.045805
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.442215;0.360919;0.153117;0.043748
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.406380;0.388551;0.161896;0.043172
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.459298;0.356864;0.140583;0.043256
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.509277;0.324062;0.129625;0.037036
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.243707;0.446974;0.215587;0.093733
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.214926;0.467358;0.233615;0.084101
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.874890;0.092186;0.026339;0.006585
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.730266;0.205511;0.051378;0.012844
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.479890;0.335904;0.130027;0.054178
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.443663;0.359983;0.152720;0.043634
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.850906;0.113595;0.028399;0.007100
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.466220;0.348591;0.130722;0.054467
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.533524;0.301837;0.128052;0.036586
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.486523;0.336094;0.140039;0.037344
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.539413;0.303988;0.119753;0.036847
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.508131;0.324819;0.129928;0.037122
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.274732;0.376569;0.243032;0.105666
X_7;X_3,X_4,X_5;0,1,2,3;1;2;3;0.245080;0.392627;0.266392;0.095901
X_7;X_3,X_4,X_5;0,1,2,3;1;3;0;0.508516;0.324565;0.129826;0.037093
X_7;X_3,X_4,X_5;0,1,2,3;1;3;1;0.244129;0.446014;0.215961;0.093896
X_7;X_3,X_4,X_5;0,1,2,3;1;3;2;0.216175;0.464263;0.234972;0.084590
X_7;X_3,X_4,X_5;0,1,2,3;1;3;3;0.185124;0.481653;0.249917;0.083306
X_7;X_3,X_4,X_5;0,1,2,3;2;0;0;0.728256;0.207043;0.051761;0.012940
X_7;X_3,X_4,X_5;0,1,2,3;2;0;1;0.552949;0.291951;0.109482;0.045617
X_7;X_3,X_4,X_5;0,1,2,3;2;0;2;0.447551;0.357467;0.151653;0.043329
X_7;X_3,X_4,X_5;0,1,2,3;2;0;3;0.408701;0.387032;0.161263;0.043004
X_7;X_3,X_4,X_5;0,1,2,3;2;1;0;0.539037;0.304236;0.119850;0.036877
X_7;X_3,X_4,X_5;0,1,2,3;2;1;1;0.512653;0.321833;0.128733;0.036781
X_7;X_3,X_4,X_5;0,1,2,3;2;1;2;0.244555;0.445048;0.216337;0.094060
X_7;X_3,X_4,X_5;0,1,2,3;2;1;3;0.244953;0.392943;0.266253;0.095851
X_7;X_3,X_4,X_5;0,1,2,3;2;2;0;0.512532;0.321913;0.128765;0.036790
X_7;X_3,X_4,X_5;0,1,2,3;2;2;1;0.243218;0.448083;0.215154;0.093545
X_7;X_3,X_4,X_5;0,1,2,3;2;2;2;0.214561;0.468262;0.233218;0.083959
X_7;X_3,X_4,X_5;0,1,2,3;2;2;3;0.213441;0.402366;0.288145;0.096048
X_7;X_3,X_4,X_5;0,1,2,3;2;3;0;0.274967;0.376036;0.243240;0.105757
X_7;X_3,X_4,X_5;0,1,2,3;2;3;1;0.245646;0.391224;0.267007;0.096123
X_7;X_3,X_4,X_5;0,1,2,3;2;3;2;0.095446;0.275732;0.374300;0.254522
X_7;X_3,X_4,X_5;0,1,2,3;2;3;3;0.074012;0.285475;0.397331;0.243182
X_7;X_3,X_4,X_5;0,1,2,3;3;0;0;0.541961;0.302306;0.119090;0.036643
X_7;X_3,X_4,X_5;0,1,2,3;3;0;1;0.514205;0.320808;0.128323;0.036664
X_7;X_3,X_4,X_5;0,1,2,3;3;0;2;0.275751;0.374257;0.243934;0.106058
X_7;X_3,X_4,X_5;0,1,2,3;3;0;3;0.212991;0.472152;0.231512;0.083344
X_7;X_3,X_4,X_5;0,1,2,3;3;1;0;0.507207;0.325429;0.130172;0.037192
X_7;X_3,X_4,X_5;0,1,2,3;3;1;1;0.243385;0.447703;0.215302;0.093610
X_7;X_3,X_4,X_5;0,1,2,3;3;1;2;0.245809;0.390820;0.267184;0.096186
X_7;X_3,X_4,X_5;0,1,2,3;3;1;3;0.187158;0.475959;0.252663;0.084221
X_7;X_3,X_4,X_5;0,1,2,3;3;2;0;0.246159;0.441407;0.217756;0.094677
