target_variable;parents;target_values;X_1(parent_1);A_1(parent_2);D_1(parent_3);X_1_t1=0;X_1_t1=1;X_1_t1=2;X_1_t1=3
X_1_t1;X_1,A_1,D_1;0,1,2,3;0;0;0;1.000000;0.000000;0.000000;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;0;0;1;1.000000;0.000000;0.000000;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;0;1;0;0.284768;0.430465;0.189845;0.094923
X_1_t1;X_1,A_1,D_1;0,1,2,3;0;1;1;0.541032;0.275381;0.137690;0.045897
X_1_t1;X_1,A_1,D_1;0,1,2,3;1;0;0;0.000000;1.000000;0.000000;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;1;0;1;0.345240;0.654760;0.000000;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;1;1;0;0.000000;0.329851;0.450248;0.219901
X_1_t1;X_1,A_1,D_1;0,1,2,3;1;1;1;0.217300;0.456750;0.271625;0.054325
X_1_t1;X_1,A_1,D_1;0,1,2,3;2;0;0;0.000000;0.000000;1.000000;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;2;0;1;0.112690;0.338070;0.549240;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;2;1;0;0.000000;0.000000;0.354786;0.645214
X_1_t1;X_1,A_1,D_1;0,1,2,3;2;1;1;0.055392;0.221568;0.501472;0.221568
X_1_t1;X_1,A_1,D_1;0,1,2,3;3;0;0;0.000000;0.000000;0.000000;1.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;3;0;1;0.000000;0.112009;0.336026;0.551965
X_1_t1;X_1,A_1,D_1;0,1,2,3;3;1;0;0.000000;0.000000;0.000000;1.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;3;1;1;0.000000;0.061418;0.307092;0.631489
