target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.732244;0.214205;0.035701;0.017850
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.709943;0.238870;0.034124;0.017062
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.910478;0.067141;0.017904;0.004476
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.623503;0.250998;0.083666;0.041833
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.929932;0.058390;0.007785;0.003893
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.910690;0.071448;0.013397;0.004466
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.607680;0.267111;0.091820;0.033389
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.564629;0.287345;0.104489;0.043537
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.918763;0.064990;0.012186;0.004062
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.627691;0.248206;0.082735;0.041368
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.443928;0.370715;0.150603;0.034755
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.543934;0.306968;0.122787;0.026312
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.605301;0.268731;0.100774;0.025194
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.570992;0.283145;0.120122;0.025740
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.303445;0.349762;0.238421;0.108373
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.276050;0.359565;0.276050;0.088336
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.938352;0.050769;0.007253;0.003626
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.915512;0.063366;0.016898;0.004224
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.624909;0.250061;0.083354;0.041677
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.588333;0.274445;0.111493;0.025729
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.908022;0.068984;0.018396;0.004599
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.472723;0.351518;0.117173;0.058586
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.597762;0.268159;0.108939;0.025140
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.414083;0.394367;0.157747;0.033803
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.459704;0.367861;0.137948;0.034487
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.568423;0.284841;0.120842;0.025895
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.305088;0.346241;0.239712;0.108960
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.276803;0.357818;0.276803;0.088577
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.435415;0.372626;0.158084;0.033875
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.252006;0.459988;0.198004;0.090002
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.273033;0.366563;0.273033;0.087371
X_6;X_3,X_4,X_5;0,1,2,3;1;3;3;0.242632;0.371363;0.286747;0.099258
X_6;X_3,X_4,X_5;0,1,2,3;2;0;0;0.696222;0.227833;0.060756;0.015189
X_6;X_3,X_4,X_5;0,1,2,3;2;0;1;0.627297;0.248468;0.082823;0.041411
X_6;X_3,X_4,X_5;0,1,2,3;2;0;2;0.590190;0.273207;0.110990;0.025613
X_6;X_3,X_4,X_5;0,1,2,3;2;0;3;0.551125;0.302128;0.120851;0.025897
X_6;X_3,X_4,X_5;0,1,2,3;2;1;0;0.461314;0.366765;0.137537;0.034384
X_6;X_3,X_4,X_5;0,1,2,3;2;1;1;0.431276;0.375358;0.159243;0.034123
X_6;X_3,X_4,X_5;0,1,2,3;2;1;2;0.306795;0.342581;0.241054;0.109570
X_6;X_3,X_4,X_5;0,1,2,3;2;1;3;0.222895;0.482883;0.222895;0.071327
X_6;X_3,X_4,X_5;0,1,2,3;2;2;0;0.572794;0.281956;0.119618;0.025632
X_6;X_3,X_4,X_5;0,1,2,3;2;2;1;0.254330;0.455007;0.199831;0.090832
X_6;X_3,X_4,X_5;0,1,2,3;2;2;2;0.276325;0.358926;0.276325;0.088424
X_6;X_3,X_4,X_5;0,1,2,3;2;2;3;0.196019;0.492133;0.231659;0.080190
X_6;X_3,X_4,X_5;0,1,2,3;2;3;0;0.304113;0.348329;0.238946;0.108612
X_6;X_3,X_4,X_5;0,1,2,3;2;3;1;0.275701;0.360374;0.275701;0.088224
X_6;X_3,X_4,X_5;0,1,2,3;2;3;2;0.108471;0.271178;0.349173;0.271178
X_6;X_3,X_4,X_5;0,1,2,3;2;3;3;0.072474;0.235539;0.474567;0.217421
X_6;X_3,X_4,X_5;0,1,2,3;3;0;0;0.602340;0.270747;0.101530;0.025383
X_6;X_3,X_4,X_5;0,1,2,3;3;0;1;0.574426;0.280879;0.119161;0.025534
X_6;X_3,X_4,X_5;0,1,2,3;3;0;2;0.255608;0.452269;0.200835;0.091289
X_6;X_3,X_4,X_5;0,1,2,3;3;0;3;0.274635;0.362847;0.274635;0.087883
X_6;X_3,X_4,X_5;0,1,2,3;3;1;0;0.431937;0.374922;0.159058;0.034084
X_6;X_3,X_4,X_5;0,1,2,3;3;1;1;0.307118;0.341890;0.241307;0.109685
X_6;X_3,X_4,X_5;0,1,2,3;3;1;2;0.223567;0.481324;0.223567;0.071542
X_6;X_3,X_4,X_5;0,1,2,3;3;1;3;0.243586;0.368890;0.287875;0.099649
X_6;X_3,X_4,X_5;0,1,2,3;3;2;0;0.252036;0.459922;0.198028;0.090013
X_6;X_3,X_4,X_5;0,1,2,3;3;2;1;0.224634;0.478850;0.224634;0.071883
X_6;X_3,X_4,X_5;0,1,2,3;3;2;2;0.090352;0.225881;0.457886;0.225881
X_6;X_3,X_4,X_5;0,1,2,3;3;2;3;0.088476;0.287547;0.358548;0.265428
X_6;X_3,X_4,X_5;0,1,2,3;3;3;0;0.273128;0.366343;0.273128;0.087401
X_6;X_3,X_4,X_5;0,1,2,3;3;3;1;0.241825;0.373453;0.285793;0.098928
X_6;X_3,X_4,X_5;0,1,2,3;3;3;2;0.072039;0.234126;0.477718;0.216117
X_6;X_3,X_4,X_5;0,1,2,3;3;3;3;0.055254;0.165761;0.386776;0.392210
