target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.931596;0.049403;0.015201;0.003800
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.688552;0.233586;0.062290;0.015572
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.893334;0.077576;0.024242;0.004848
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.445354;0.358209;0.138661;0.057776
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.918982;0.060764;0.016204;0.004051
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.875768;0.091824;0.027007;0.005401
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.434308;0.373357;0.147080;0.045255
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.408984;0.386434;0.159120;0.045463
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.892225;0.078382;0.024494;0.004899
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.584539;0.271322;0.101746;0.042394
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.423668;0.372920;0.158209;0.045202
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.385759;0.402049;0.167520;0.044672
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.433067;0.374176;0.147403;0.045355
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.400427;0.395945;0.158378;0.045251
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.285868;0.351300;0.252883;0.109949
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.251791;0.375995;0.273686;0.098527
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.916222;0.061731;0.017638;0.004409
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.898078;0.077655;0.019414;0.004853
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.453544;0.352920;0.136614;0.056923
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.416722;0.377415;0.160116;0.045747
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.895126;0.079904;0.019976;0.004994
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.437996;0.367023;0.137634;0.057347
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.552404;0.289621;0.122870;0.035106
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.387883;0.400658;0.166941;0.044518
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.430427;0.375918;0.148089;0.045566
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.406918;0.391658;0.156663;0.044761
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.232967;0.471345;0.206086;0.089603
X_7;X_3,X_4,X_5;0,1,2,3;1;2;3;0.204754;0.492567;0.222558;0.080121
X_7;X_3,X_4,X_5;0,1,2,3;1;3;0;0.411080;0.388910;0.155564;0.044447
X_7;X_3,X_4,X_5;0,1,2,3;1;3;1;0.236400;0.463555;0.209123;0.090923
X_7;X_3,X_4,X_5;0,1,2,3;1;3;2;0.252794;0.373511;0.274776;0.098919
X_7;X_3,X_4,X_5;0,1,2,3;1;3;3;0.222610;0.376693;0.300523;0.100174
X_7;X_3,X_4,X_5;0,1,2,3;2;0;0;0.891039;0.083018;0.020754;0.005189
X_7;X_3,X_4,X_5;0,1,2,3;2;0;1;0.443392;0.363499;0.136312;0.056797
X_7;X_3,X_4,X_5;0,1,2,3;2;0;2;0.420948;0.374681;0.158955;0.045416
X_7;X_3,X_4,X_5;0,1,2,3;2;0;3;0.391058;0.398580;0.166075;0.044287
X_7;X_3,X_4,X_5;0,1,2,3;2;1;0;0.429605;0.376461;0.148303;0.045632
X_7;X_3,X_4,X_5;0,1,2,3;2;1;1;0.400261;0.396054;0.158422;0.045263
X_7;X_3,X_4,X_5;0,1,2,3;2;1;2;0.284385;0.354664;0.251572;0.109379
X_7;X_3,X_4,X_5;0,1,2,3;2;1;3;0.207176;0.486563;0.225192;0.081069
X_7;X_3,X_4,X_5;0,1,2,3;2;2;0;0.403494;0.393919;0.157568;0.045019
X_7;X_3,X_4,X_5;0,1,2,3;2;2;1;0.236887;0.462449;0.209554;0.091110
X_7;X_3,X_4,X_5;0,1,2,3;2;2;2;0.255488;0.366833;0.277705;0.099974
X_7;X_3,X_4,X_5;0,1,2,3;2;2;3;0.177257;0.503680;0.239297;0.079766
X_7;X_3,X_4,X_5;0,1,2,3;2;3;0;0.284106;0.355298;0.251324;0.109271
X_7;X_3,X_4,X_5;0,1,2,3;2;3;1;0.253989;0.370548;0.276075;0.099387
X_7;X_3,X_4,X_5;0,1,2,3;2;3;2;0.081078;0.234227;0.468486;0.216209
X_7;X_3,X_4,X_5;0,1,2,3;2;3;3;0.077244;0.297943;0.371009;0.253803
X_7;X_3,X_4,X_5;0,1,2,3;3;0;0;0.432105;0.374811;0.147653;0.045432
X_7;X_3,X_4,X_5;0,1,2,3;3;0;1;0.408396;0.390682;0.156273;0.044649
X_7;X_3,X_4,X_5;0,1,2,3;3;0;2;0.285350;0.352476;0.252425;0.109750
X_7;X_3,X_4,X_5;0,1,2,3;3;0;3;0.254379;0.369582;0.276499;0.099540
X_7;X_3,X_4,X_5;0,1,2,3;3;1;0;0.408077;0.390893;0.156357;0.044673
X_7;X_3,X_4,X_5;0,1,2,3;3;1;1;0.236383;0.463592;0.209108;0.090917
X_7;X_3,X_4,X_5;0,1,2,3;3;1;2;0.252662;0.373838;0.274633;0.098868
X_7;X_3,X_4,X_5;0,1,2,3;3;1;3;0.177767;0.502252;0.239986;0.079995
X_7;X_3,X_4,X_5;0,1,2,3;3;2;0;0.282798;0.358267;0.250167;0.108768
X_7;X_3,X_4,X_5;0,1,2,3;3;2;1;0.254467;0.369366;0.276594;0.099574
X_7;X_3,X_4,X_5;0,1,2,3;3;2;2;0.098777;0.285356;0.352460;0.263406
X_7;X_3,X_4,X_5;0,1,2,3;3;2;3;0.077718;0.299770;0.367153;0.255359
X_7;X_3,X_4,X_5;0,1,2,3;3;3;0;0.206345;0.488622;0.224289;0.080744
X_7;X_3,X_4,X_5;0,1,2,3;3;3;1;0.222407;0.377260;0.300250;0.100083
X_7;X_3,X_4,X_5;0,1,2,3;3;3;2;0.077057;0.297221;0.372534;0.253188
X_7;X_3,X_4,X_5;0,1,2,3;3;3;3;0.054957;0.175862;0.395690;0.373491
