target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.804538;0.141167;0.043436;0.010859
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.794950;0.153788;0.041010;0.010253
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.776197;0.162765;0.050864;0.010173
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.530747;0.303059;0.117313;0.048881
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.785586;0.160811;0.042883;0.010721
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.757962;0.178898;0.052617;0.010523
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.491817;0.335401;0.132128;0.040655
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.490209;0.333325;0.137251;0.039215
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.788866;0.153552;0.047985;0.009597
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.503487;0.324254;0.121595;0.050665
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.499242;0.324020;0.137463;0.039275
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.455037;0.356703;0.148626;0.039634
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.507374;0.325133;0.128083;0.039410
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.460807;0.356071;0.142428;0.040694
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.262486;0.404358;0.232200;0.100956
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.227214;0.436905;0.246971;0.088910
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.826775;0.127639;0.036468;0.009117
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.782828;0.165465;0.041366;0.010342
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.527679;0.305041;0.118080;0.049200
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.486066;0.332545;0.141080;0.040309
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.788768;0.160939;0.040235;0.010059
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.511984;0.318705;0.119514;0.049798
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.489122;0.330568;0.140241;0.040069
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.439799;0.366677;0.152782;0.040742
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.501655;0.328908;0.129570;0.039868
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.462122;0.355202;0.142081;0.040595
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.256585;0.417750;0.226979;0.098687
X_7;X_3,X_4,X_5;0,1,2,3;1;2;3;0.232805;0.423048;0.253049;0.091098
X_7;X_3,X_4,X_5;0,1,2,3;1;3;0;0.476844;0.345480;0.138192;0.039483
X_7;X_3,X_4,X_5;0,1,2,3;1;3;1;0.258483;0.413443;0.228658;0.099416
X_7;X_3,X_4,X_5;0,1,2,3;1;3;2;0.228765;0.433060;0.248658;0.089517
X_7;X_3,X_4,X_5;0,1,2,3;1;3;3;0.199387;0.441717;0.269172;0.089724
X_7;X_3,X_4,X_5;0,1,2,3;2;0;0;0.807035;0.147021;0.036755;0.009189
X_7;X_3,X_4,X_5;0,1,2,3;2;0;1;0.504402;0.323656;0.121371;0.050571
X_7;X_3,X_4,X_5;0,1,2,3;2;0;2;0.483599;0.334142;0.141757;0.040502
X_7;X_3,X_4,X_5;0,1,2,3;2;0;3;0.460360;0.353219;0.147175;0.039247
X_7;X_3,X_4,X_5;0,1,2,3;2;1;0;0.502676;0.328234;0.129304;0.039786
X_7;X_3,X_4,X_5;0,1,2,3;2;1;1;0.478674;0.344272;0.137709;0.039345
X_7;X_3,X_4,X_5;0,1,2,3;2;1;2;0.264438;0.399930;0.233926;0.101707
X_7;X_3,X_4,X_5;0,1,2,3;2;1;3;0.232117;0.424753;0.252302;0.090829
X_7;X_3,X_4,X_5;0,1,2,3;2;2;0;0.479161;0.343951;0.137580;0.039309
X_7;X_3,X_4,X_5;0,1,2,3;2;2;1;0.257421;0.415851;0.227719;0.099008
X_7;X_3,X_4,X_5;0,1,2,3;2;2;2;0.233640;0.420978;0.253957;0.091425
X_7;X_3,X_4,X_5;0,1,2,3;2;2;3;0.196370;0.450163;0.265100;0.088367
X_7;X_3,X_4,X_5;0,1,2,3;2;3;0;0.256193;0.418638;0.226632;0.098536
