target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4=0;X_4=1;X_4=2;X_4=3
X_4;X_1,X_2;0,1,2,3;0;0;0.979228;0.016617;0.004154;0.000000
X_4;X_1,X_2;0,1,2,3;0;1;0.817769;0.121487;0.048595;0.012149
X_4;X_1,X_2;0,1,2,3;0;2;0.576663;0.264585;0.127001;0.031750
X_4;X_1,X_2;0,1,2,3;0;3;0.482277;0.310634;0.155317;0.051772
X_4;X_1,X_2;0,1,2,3;1;0;0.838754;0.120934;0.032249;0.008062
X_4;X_1,X_2;0,1,2,3;1;1;0.674548;0.216968;0.086787;0.021697
X_4;X_1,X_2;0,1,2,3;1;2;0.471363;0.288348;0.192232;0.048058
X_4;X_1,X_2;0,1,2,3;1;3;0.361843;0.343623;0.245445;0.049089
X_4;X_1,X_2;0,1,2,3;2;0;0.528757;0.314162;0.125665;0.031416
X_4;X_1,X_2;0,1,2,3;2;1;0.415111;0.341185;0.194963;0.048741
X_4;X_1,X_2;0,1,2,3;2;2;0.096514;0.193029;0.517428;0.193029
X_4;X_1,X_2;0,1,2,3;2;3;0.048266;0.144799;0.469071;0.337864
X_4;X_1,X_2;0,1,2,3;3;0;0.385428;0.358500;0.204857;0.051214
X_4;X_1,X_2;0,1,2,3;3;1;0.287253;0.305463;0.305463;0.101821
X_4;X_1,X_2;0,1,2,3;3;2;0.048926;0.097853;0.391412;0.461809
X_4;X_1,X_2;0,1,2,3;3;3;0.000000;0.054987;0.274933;0.670081
