target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.785409;0.154505;0.042918;0.017167
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.753427;0.182647;0.054794;0.009132
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.685594;0.235804;0.078601;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.575960;0.282693;0.113077;0.028269
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.715539;0.207876;0.065645;0.010941
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.700298;0.214073;0.074925;0.010704
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.543718;0.300952;0.126206;0.029124
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.485698;0.329153;0.154291;0.030858
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.703086;0.219936;0.065981;0.010997
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.724491;0.202040;0.064285;0.009184
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.467260;0.358575;0.143430;0.030735
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.431818;0.371901;0.165289;0.030992
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.513727;0.327706;0.137425;0.021142
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.542836;0.304776;0.133340;0.019049
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.404851;0.379664;0.184702;0.030784
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.385427;0.389230;0.194615;0.030729
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.691456;0.220388;0.077136;0.011019
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.670044;0.230969;0.087988;0.010999
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.533053;0.311298;0.126465;0.029184
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.514332;0.320541;0.135987;0.029140
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.734638;0.192159;0.064053;0.009150
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.710851;0.198790;0.072287;0.018072
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.470122;0.353252;0.155846;0.020780
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.476466;0.339327;0.155121;0.029085
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.492344;0.341891;0.145045;0.020721
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.493343;0.331276;0.146151;0.029230
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.289221;0.390569;0.237575;0.082635
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.258213;0.400945;0.258213;0.082628
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.422362;0.371339;0.175354;0.030945
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.389562;0.382817;0.196582;0.031039
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.213775;0.446128;0.252644;0.087454
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.183316;0.459700;0.270150;0.086834
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.733453;0.186583;0.071079;0.008885
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.650983;0.239949;0.098161;0.010907
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;2;0.481857;0.341974;0.145080;0.031089
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;3;0.453868;0.350349;0.164870;0.030913
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;0;0.701607;0.207971;0.081380;0.009042
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;1;0.622715;0.258710;0.107796;0.010780
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;2;0.472124;0.342142;0.156408;0.029326
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;3;0.446226;0.349752;0.174876;0.029146
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;0;0.465959;0.349554;0.155357;0.029130
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;1;0.401660;0.381699;0.185692;0.030949
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;2;0.258834;0.399505;0.258834;0.082827
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;3;0.225493;0.415767;0.266492;0.092247
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;0;0.409322;0.367963;0.193665;0.029050
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;1;0.352562;0.402604;0.215454;0.029380
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;2;0.146961;0.392560;0.342910;0.117569
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;3;0.122313;0.378244;0.366938;0.132505
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;0;0.630579;0.253317;0.094994;0.021110
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;1;0.601295;0.262306;0.104922;0.031477
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;2;0.466998;0.358752;0.143501;0.030750
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;3;0.436184;0.369043;0.164019;0.030754
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;0;0.578581;0.273923;0.115890;0.031606
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;1;0.553190;0.280555;0.135082;0.031173
