target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.876619;0.098705;0.016451;0.008225
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.804642;0.160883;0.022983;0.011492
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.827250;0.129562;0.034550;0.008637
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.569322;0.287119;0.095706;0.047853
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.791330;0.173892;0.023186;0.011593
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.839208;0.128634;0.024119;0.008040
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.510454;0.333308;0.114575;0.041663
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.514154;0.320658;0.116603;0.048585
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.836843;0.130526;0.024474;0.008158
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.575563;0.282958;0.094319;0.047160
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.539610;0.306927;0.124689;0.028774
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.502003;0.335190;0.134076;0.028731
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.503649;0.337941;0.126728;0.031682
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.480226;0.343051;0.145537;0.031186
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.272558;0.415947;0.214153;0.097342
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.241137;0.440562;0.241137;0.077164
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.865805;0.110513;0.015788;0.007894
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.837232;0.122076;0.032554;0.008138
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.569050;0.287300;0.095767;0.047883
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.502758;0.331495;0.134670;0.031078
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.773755;0.169683;0.045249;0.011312
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.572127;0.285249;0.095083;0.047541
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.506373;0.329084;0.133691;0.030852
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.462503;0.361777;0.144711;0.031009
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.555487;0.302647;0.113493;0.028373
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.517068;0.318735;0.135221;0.028976
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.287784;0.383320;0.226116;0.102780
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.240969;0.440951;0.240969;0.077110
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.475108;0.346429;0.146970;0.031494
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.272464;0.416149;0.214079;0.097308
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.243665;0.434697;0.243665;0.077973
X_6;X_3,X_4,X_5;0,1,2,3;1;3;3;0.215355;0.442036;0.254510;0.088100
X_6;X_3,X_4,X_5;0,1,2,3;2;0;0;0.768560;0.173580;0.046288;0.011572
X_6;X_3,X_4,X_5;0,1,2,3;2;0;1;0.572970;0.284687;0.094896;0.047448
X_6;X_3,X_4,X_5;0,1,2,3;2;0;2;0.499232;0.333845;0.135625;0.031298
X_6;X_3,X_4,X_5;0,1,2,3;2;0;3;0.494567;0.340195;0.136078;0.029160
X_6;X_3,X_4,X_5;0,1,2,3;2;1;0;0.513359;0.331330;0.124249;0.031062
X_6;X_3,X_4,X_5;0,1,2,3;2;1;1;0.523235;0.314665;0.133494;0.028606
X_6;X_3,X_4,X_5;0,1,2,3;2;1;2;0.271445;0.418333;0.213278;0.096945
X_6;X_3,X_4,X_5;0,1,2,3;2;1;3;0.257523;0.402546;0.257523;0.082407
X_6;X_3,X_4,X_5;0,1,2,3;2;2;0;0.515146;0.320004;0.135759;0.029091
X_6;X_3,X_4,X_5;0,1,2,3;2;2;1;0.270981;0.419326;0.212914;0.096779
X_6;X_3,X_4,X_5;0,1,2,3;2;2;2;0.259005;0.399109;0.259005;0.082882
X_6;X_3,X_4,X_5;0,1,2,3;2;2;3;0.226819;0.412332;0.268059;0.092790
X_6;X_3,X_4,X_5;0,1,2,3;2;3;0;0.286283;0.386537;0.224936;0.102244
X_6;X_3,X_4,X_5;0,1,2,3;2;3;1;0.242110;0.438304;0.242110;0.077475
X_6;X_3,X_4,X_5;0,1,2,3;2;3;2;0.096795;0.241989;0.419227;0.241989
X_6;X_3,X_4,X_5;0,1,2,3;2;3;3;0.077307;0.251246;0.439527;0.231920
X_6;X_3,X_4,X_5;0,1,2,3;3;0;0;0.513214;0.331429;0.124286;0.031071
X_6;X_3,X_4,X_5;0,1,2,3;3;0;1;0.483109;0.341148;0.144729;0.031013
X_6;X_3,X_4,X_5;0,1,2,3;3;0;2;0.285067;0.389143;0.223981;0.101810
X_6;X_3,X_4,X_5;0,1,2,3;3;0;3;0.242099;0.438331;0.242099;0.077472
X_6;X_3,X_4,X_5;0,1,2,3;3;1;0;0.483235;0.341065;0.144694;0.031006
X_6;X_3,X_4,X_5;0,1,2,3;3;1;1;0.286350;0.386393;0.224989;0.102268
