target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.772138;0.182289;0.030382;0.015191
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.893758;0.087493;0.012499;0.006250
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.735206;0.198596;0.052959;0.013240
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.507679;0.328214;0.109405;0.054702
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.744554;0.212872;0.028383;0.014191
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.730830;0.215336;0.040375;0.013458
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.480596;0.353636;0.121563;0.044205
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.450806;0.362468;0.131806;0.054919
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.860993;0.111206;0.020851;0.006950
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.596054;0.269297;0.089766;0.044883
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.567631;0.288246;0.117100;0.027023
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.523720;0.320573;0.128229;0.027478
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.478855;0.354822;0.133058;0.033265
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.539332;0.304041;0.128987;0.027640
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.263317;0.435750;0.206892;0.094042
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.267254;0.379971;0.267254;0.085521
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.899857;0.082471;0.011782;0.005891
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.732951;0.200287;0.053410;0.013352
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.597106;0.268596;0.089532;0.044766
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.475028;0.349981;0.142180;0.032811
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.879808;0.090144;0.024038;0.006010
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.592741;0.271506;0.090502;0.045251
