target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.844392;0.112037;0.031122;0.012449
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.824501;0.129999;0.039000;0.006500
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.625910;0.280567;0.093522;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.630722;0.246185;0.098474;0.024619
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.834406;0.121011;0.038214;0.006369
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.612461;0.276814;0.096885;0.013841
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.606816;0.259334;0.108753;0.025097
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.436085;0.360906;0.169175;0.033835
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.636871;0.268984;0.080695;0.013449
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.803269;0.144269;0.045904;0.006558
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.540499;0.309279;0.123712;0.026510
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.387572;0.400862;0.178161;0.033405
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.471515;0.356153;0.149355;0.022978
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.451496;0.365669;0.159980;0.022854
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.358558;0.409196;0.199068;0.033178
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.456820;0.344014;0.172007;0.027159
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.627546;0.266038;0.093113;0.013302
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.802302;0.138389;0.052719;0.006590
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.454967;0.363355;0.147613;0.034065
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.432459;0.374577;0.158912;0.034052
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.620872;0.274541;0.091514;0.013073
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.593004;0.279810;0.101749;0.025437
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.417845;0.388104;0.171222;0.022830
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.522990;0.309173;0.141336;0.026501
