target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.804149;0.141448;0.043522;0.010881
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.798639;0.151021;0.040272;0.010068
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.797426;0.147326;0.046039;0.009208
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.521562;0.308991;0.119609;0.049837
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.786174;0.160370;0.042765;0.010691
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.778207;0.163934;0.048216;0.009643
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.511258;0.322570;0.127073;0.039099
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.476121;0.342536;0.141044;0.040298
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.778904;0.160797;0.050249;0.010050
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.522256;0.311996;0.116999;0.048749
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.482792;0.334664;0.141979;0.040565
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.461107;0.352730;0.146971;0.039192
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.495356;0.333065;0.131207;0.040371
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.475554;0.346332;0.138533;0.039581
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.257990;0.414562;0.228222;0.099227
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.233047;0.422450;0.253312;0.091192
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.808165;0.141352;0.040386;0.010097
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.775631;0.170948;0.042737;0.010684
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.532401;0.301991;0.116900;0.048708
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.485197;0.333108;0.141319;0.040377
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.792459;0.158126;0.039532;0.009883
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.517082;0.315375;0.118266;0.049277
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.492139;0.328616;0.139413;0.039832
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.444851;0.363370;0.151404;0.040374
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.494934;0.333343;0.131317;0.040405
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.480322;0.343184;0.137273;0.039221
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.264196;0.400478;0.233712;0.101614
X_7;X_3,X_4,X_5;0,1,2,3;1;2;3;0.230977;0.427579;0.251062;0.090382
X_7;X_3,X_4,X_5;0,1,2,3;1;3;0;0.459803;0.356734;0.142694;0.040770
X_7;X_3,X_4,X_5;0,1,2,3;1;3;1;0.259326;0.411530;0.229404;0.099741
X_7;X_3,X_4,X_5;0,1,2,3;1;3;2;0.233259;0.421924;0.253542;0.091275
X_7;X_3,X_4,X_5;0,1,2,3;1;3;3;0.197560;0.446833;0.266706;0.088902
X_7;X_3,X_4,X_5;0,1,2,3;2;0;0;0.808221;0.146117;0.036529;0.009132
X_7;X_3,X_4,X_5;0,1,2,3;2;0;1;0.501389;0.325624;0.122109;0.050879
X_7;X_3,X_4,X_5;0,1,2,3;2;0;2;0.483676;0.334092;0.141736;0.040496
X_7;X_3,X_4,X_5;0,1,2,3;2;0;3;0.443133;0.364495;0.151873;0.040499
X_7;X_3,X_4,X_5;0,1,2,3;2;1;0;0.493629;0.334205;0.131656;0.040510
X_7;X_3,X_4,X_5;0,1,2,3;2;1;1;0.470060;0.349961;0.139984;0.039995
X_7;X_3,X_4,X_5;0,1,2,3;2;1;2;0.259343;0.411491;0.229419;0.099747
X_7;X_3,X_4,X_5;0,1,2,3;2;1;3;0.227527;0.436130;0.247311;0.089032
X_7;X_3,X_4,X_5;0,1,2,3;2;2;0;0.473484;0.347700;0.139080;0.039737
X_7;X_3,X_4,X_5;0,1,2,3;2;2;1;0.260044;0.409901;0.230039;0.100017
X_7;X_3,X_4,X_5;0,1,2,3;2;2;2;0.232313;0.424268;0.252514;0.090905
X_7;X_3,X_4,X_5;0,1,2,3;2;2;3;0.196072;0.450997;0.264698;0.088233
X_7;X_3,X_4,X_5;0,1,2,3;2;3;0;0.257585;0.415480;0.227864;0.099071
X_7;X_3,X_4,X_5;0,1,2,3;2;3;1;0.231185;0.427064;0.251288;0.090464
X_7;X_3,X_4,X_5;0,1,2,3;2;3;2;0.090357;0.261030;0.407662;0.240951
X_7;X_3,X_4,X_5;0,1,2,3;2;3;3;0.068870;0.265642;0.439201;0.226287
X_7;X_3,X_4,X_5;0,1,2,3;3;0;0;0.495343;0.333074;0.131211;0.040373
X_7;X_3,X_4,X_5;0,1,2,3;3;0;1;0.467641;0.351558;0.140623;0.040178
X_7;X_3,X_4,X_5;0,1,2,3;3;0;2;0.262799;0.403650;0.232476;0.101076
X_7;X_3,X_4,X_5;0,1,2,3;3;0;3;0.226878;0.437737;0.246607;0.088778
X_7;X_3,X_4,X_5;0,1,2,3;3;1;0;0.468128;0.351236;0.140494;0.040141
X_7;X_3,X_4,X_5;0,1,2,3;3;1;1;0.257408;0.415881;0.227708;0.099003
X_7;X_3,X_4,X_5;0,1,2,3;3;1;2;0.225821;0.440357;0.245457;0.088365
X_7;X_3,X_4,X_5;0,1,2,3;3;1;3;0.203398;0.430486;0.274587;0.091529
X_7;X_3,X_4,X_5;0,1,2,3;3;2;0;0.259518;0.411095;0.229573;0.099814
X_7;X_3,X_4,X_5;0,1,2,3;3;2;1;0.233701;0.420828;0.254023;0.091448
X_7;X_3,X_4,X_5;0,1,2,3;3;2;2;0.090106;0.260305;0.409308;0.240281
X_7;X_3,X_4,X_5;0,1,2,3;3;2;3;0.070202;0.270777;0.428359;0.230662
X_7;X_3,X_4,X_5;0,1,2,3;3;3;0;0.227740;0.435601;0.247543;0.089116
X_7;X_3,X_4,X_5;0,1,2,3;3;3;1;0.201641;0.435405;0.272215;0.090738
X_7;X_3,X_4,X_5;0,1,2,3;3;3;2;0.069192;0.266885;0.436577;0.227346
X_7;X_3,X_4,X_5;0,1,2,3;3;3;3;0.049963;0.159882;0.359734;0.430421
