target_variable;parents;target_values;X_5(parent_1);A_5(parent_2);D_5(parent_3);X_5_t1=0;X_5_t1=1;X_5_t1=2;X_5_t1=3
X_5_t1;X_5,A_5,D_5;0,1,2,3;0;0;0;1.000000;0.000000;0.000000;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;0;0;1;1.000000;0.000000;0.000000;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;0;1;0;0.100089;0.599642;0.300268;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;0;1;1;0.809481;0.142889;0.047630;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;1;0;0;0.000000;1.000000;0.000000;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;1;0;1;0.402138;0.597862;0.000000;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;1;1;0;0.000000;0.093293;0.813413;0.093293
X_5_t1;X_5,A_5,D_5;0,1,2,3;1;1;1;0.192016;0.711976;0.096008;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;2;0;0;0.000000;0.000000;1.000000;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;2;0;1;0.048888;0.511122;0.439990;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;2;1;0;0.000000;0.000000;0.212890;0.787110
X_5_t1;X_5,A_5,D_5;0,1,2,3;2;1;1;0.000000;0.203897;0.745129;0.050974
X_5_t1;X_5,A_5,D_5;0,1,2,3;3;0;0;0.000000;0.000000;0.000000;1.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;3;0;1;0.000000;0.103703;0.688892;0.207405
X_5_t1;X_5,A_5,D_5;0,1,2,3;3;1;0;0.000000;0.000000;0.000000;1.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;3;1;1;0.000000;0.051483;0.588139;0.360379
