target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.854297;0.116563;0.019427;0.009714
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.814086;0.153106;0.021872;0.010936
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.787104;0.159672;0.042579;0.010645
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.540880;0.306080;0.102027;0.051013
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.827622;0.143648;0.019153;0.009577
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.784267;0.172586;0.032360;0.010787
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.538969;0.313894;0.107901;0.039237
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.490986;0.335949;0.122163;0.050901
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.782844;0.173725;0.032573;0.010858
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.537422;0.308385;0.102795;0.051398
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.510140;0.326573;0.132670;0.030616
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.483675;0.347526;0.139011;0.029788
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.537565;0.314849;0.118068;0.029517
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.500565;0.329627;0.139842;0.029966
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.280943;0.397980;0.220741;0.100337
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.254419;0.409747;0.254419;0.081414
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.809552;0.156840;0.022406;0.011203
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.817611;0.136792;0.036478;0.009119
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.556596;0.295603;0.098534;0.049267
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.529339;0.313774;0.127471;0.029416
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.793850;0.154613;0.041230;0.010308
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.560210;0.293193;0.097731;0.048866
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.517790;0.321473;0.130598;0.030138
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.490060;0.343229;0.137291;0.029420
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.536193;0.315784;0.118419;0.029605
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.490383;0.336347;0.142693;0.030577
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.277420;0.405529;0.217973;0.099078
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.246766;0.427503;0.246766;0.078965
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.494404;0.333693;0.141567;0.030336
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.283825;0.391805;0.223005;0.101366
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.247682;0.425378;0.247682;0.079258
X_6;X_3,X_4,X_5;0,1,2,3;1;3;3;0.217350;0.436867;0.256868;0.088916
X_6;X_3,X_4,X_5;0,1,2,3;2;0;0;0.797566;0.151825;0.040487;0.010122
X_6;X_3,X_4,X_5;0,1,2,3;2;0;1;0.539263;0.307158;0.102386;0.051193
X_6;X_3,X_4,X_5;0,1,2,3;2;0;2;0.507572;0.328285;0.133366;0.030777
X_6;X_3,X_4,X_5;0,1,2,3;2;0;3;0.482810;0.348109;0.139243;0.029838
X_6;X_3,X_4,X_5;0,1,2,3;2;1;0;0.529325;0.320460;0.120172;0.030043
X_6;X_3,X_4,X_5;0,1,2,3;2;1;1;0.511402;0.322475;0.136808;0.029316
X_6;X_3,X_4,X_5;0,1,2,3;2;1;2;0.283853;0.391744;0.223027;0.101376
X_6;X_3,X_4,X_5;0,1,2,3;2;1;3;0.248932;0.422477;0.248932;0.079658
X_6;X_3,X_4,X_5;0,1,2,3;2;2;0;0.498055;0.331284;0.140545;0.030117
X_6;X_3,X_4,X_5;0,1,2,3;2;2;1;0.276831;0.406790;0.217510;0.098868
X_6;X_3,X_4,X_5;0,1,2,3;2;2;2;0.248890;0.422576;0.248890;0.079645
X_6;X_3,X_4,X_5;0,1,2,3;2;2;3;0.221089;0.427180;0.261286;0.090445
X_6;X_3,X_4,X_5;0,1,2,3;2;3;0;0.279693;0.400658;0.219759;0.099890
X_6;X_3,X_4,X_5;0,1,2,3;2;3;1;0.249212;0.421828;0.249212;0.079748
X_6;X_3,X_4,X_5;0,1,2,3;2;3;2;0.099699;0.249247;0.401806;0.249247
X_6;X_3,X_4,X_5;0,1,2,3;2;3;3;0.080372;0.261208;0.417306;0.241115
X_6;X_3,X_4,X_5;0,1,2,3;3;0;0;0.521310;0.325917;0.122219;0.030555
X_6;X_3,X_4,X_5;0,1,2,3;3;0;1;0.492807;0.334748;0.142014;0.030432
X_6;X_3,X_4,X_5;0,1,2,3;3;0;2;0.278965;0.402218;0.219187;0.099630
X_6;X_3,X_4,X_5;0,1,2,3;3;0;3;0.245486;0.430472;0.245486;0.078556
X_6;X_3,X_4,X_5;0,1,2,3;3;1;0;0.499945;0.330036;0.140015;0.030003
X_6;X_3,X_4,X_5;0,1,2,3;3;1;1;0.282100;0.395501;0.221650;0.100750
X_6;X_3,X_4,X_5;0,1,2,3;3;1;2;0.246349;0.428471;0.246349;0.078832
X_6;X_3,X_4,X_5;0,1,2,3;3;1;3;0.220370;0.429041;0.260438;0.090151
X_6;X_3,X_4,X_5;0,1,2,3;3;2;0;0.281319;0.397174;0.221036;0.100471
X_6;X_3,X_4,X_5;0,1,2,3;3;2;1;0.254079;0.410537;0.254079;0.081305
X_6;X_3,X_4,X_5;0,1,2,3;3;2;2;0.100961;0.252403;0.394233;0.252403
X_6;X_3,X_4,X_5;0,1,2,3;3;2;3;0.081007;0.263274;0.412696;0.243022
X_6;X_3,X_4,X_5;0,1,2,3;3;3;0;0.246574;0.427947;0.246574;0.078904
X_6;X_3,X_4,X_5;0,1,2,3;3;3;1;0.223592;0.420694;0.264245;0.091469
X_6;X_3,X_4,X_5;0,1,2,3;3;3;2;0.081440;0.264680;0.409559;0.244320
X_6;X_3,X_4,X_5;0,1,2,3;3;3;3;0.049220;0.147659;0.344537;0.458585
