target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.844186;0.112186;0.031163;0.012465
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.827800;0.127556;0.038267;0.006378
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.626891;0.279832;0.093277;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.481125;0.345917;0.138367;0.034592
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.633494;0.267831;0.084578;0.014096
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.619873;0.271519;0.095032;0.013576
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.607103;0.259145;0.108674;0.025079
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.564571;0.278675;0.130629;0.026126
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.630594;0.273634;0.082090;0.013682
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.603569;0.290716;0.092501;0.013214
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.412677;0.395314;0.158126;0.033884
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.390930;0.398664;0.177184;0.033222
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.619294;0.256562;0.107591;0.016552
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.589041;0.273973;0.119863;0.017123
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.360763;0.407789;0.198384;0.033064
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.341690;0.416929;0.208465;0.032915
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.817372;0.130449;0.045657;0.006522
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.791118;0.146217;0.055702;0.006963
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.454789;0.363474;0.147661;0.034076
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.570366;0.283558;0.120298;0.025778
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.809624;0.137858;0.045953;0.006565
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.593949;0.279160;0.101513;0.025378
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.562686;0.291543;0.128622;0.017150
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.518138;0.312318;0.142774;0.026770
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.438742;0.377990;0.160359;0.022908
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.540540;0.300416;0.132536;0.026507
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.307748;0.351532;0.252793;0.087928
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.224261;0.479714;0.224261;0.071764
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.376023;0.401128;0.189422;0.033427
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.470416;0.332112;0.170544;0.026928
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.241823;0.373458;0.285791;0.098928
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.167855;0.505270;0.247365;0.079510
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.604922;0.276555;0.105354;0.013169
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.775320;0.154468;0.063191;0.007021
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;2;0.564018;0.287748;0.122075;0.026159
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;3;0.534662;0.298519;0.140479;0.026340
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;0;0.760292;0.167070;0.065375;0.007264
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;1;0.743046;0.176197;0.073415;0.007342
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;2;0.525488;0.307554;0.140596;0.026362
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;3;0.374055;0.395334;0.197667;0.032944
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;0;0.391172;0.398505;0.177114;0.033209
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;1;0.359534;0.408573;0.198765;0.033128
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;2;0.226348;0.474871;0.226348;0.072432
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;3;0.243834;0.368248;0.288167;0.099750
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;0;0.442981;0.346996;0.182629;0.027394
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;1;0.393242;0.333673;0.240315;0.032770
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;2;0.138233;0.428639;0.322543;0.110586
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;3;0.130349;0.337391;0.391048;0.141212
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;0;0.742650;0.176469;0.066176;0.014706
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;1;0.709275;0.191266;0.076507;0.022952
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;2;0.545312;0.306040;0.122416;0.026232
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;3;0.513410;0.318495;0.141553;0.026541
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;0;0.519005;0.312647;0.132274;0.036075
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;1;0.485846;0.322841;0.155442;0.035871
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;2;0.255422;0.461790;0.209811;0.072978
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;3;0.274162;0.363945;0.274162;0.087732
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;0;0.241998;0.373006;0.285997;0.098999
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;1;0.209562;0.382344;0.308828;0.099266
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;2;0.091388;0.228470;0.451672;0.228470
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;3;0.088029;0.286095;0.361787;0.264088
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;0;0.178837;0.385247;0.335320;0.100596
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;1;0.115381;0.520725;0.284015;0.079879
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;2;0.055481;0.166442;0.388364;0.389714
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;3;0.056005;0.134412;0.425639;0.383944
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;0;0.847632;0.111346;0.035162;0.005860
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;1;0.815549;0.131751;0.046113;0.006588
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;2;0.608532;0.258202;0.108278;0.024987
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;3;0.563689;0.279239;0.130893;0.026179
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;1;0;0.821422;0.132280;0.039684;0.006614
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;1;1;0.609218;0.286574;0.091182;0.013026
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;1;2;0.583278;0.272145;0.119063;0.025514
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;1;3;0.416146;0.370523;0.179647;0.033684
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;2;0;0.597436;0.268376;0.117414;0.016773
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;2;1;0.566580;0.286057;0.130026;0.017337
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;2;2;0.451740;0.347232;0.173616;0.027413
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;2;3;0.347704;0.441844;0.183002;0.027450
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;3;0;0.370050;0.408915;0.198932;0.022104
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;3;1;0.469641;0.341587;0.170794;0.017978
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;3;2;0.206213;0.488951;0.224144;0.080692
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;3;3;0.221997;0.378407;0.299697;0.099899
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;0;0;0.611824;0.281093;0.093698;0.013385
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;0;1;0.594869;0.287512;0.104550;0.013069
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;0;2;0.554280;0.297146;0.131094;0.017479
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;0;3;0.522398;0.309557;0.141512;0.026533
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;1;0;0.583115;0.286608;0.104221;0.026055
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;1;1;0.564499;0.298629;0.124429;0.012443
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;1;2;0.509759;0.320885;0.142616;0.026740
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;1;3;0.359441;0.408632;0.198794;0.033132
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;2;0;0.504908;0.318274;0.150296;0.026523
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;2;1;0.464165;0.336032;0.172557;0.027246
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;2;2;0.199024;0.484347;0.235210;0.081419
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;2;3;0.208994;0.384018;0.307991;0.098997
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;3;0;0.179897;0.496288;0.242861;0.080954
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;3;1;0.190010;0.385260;0.324136;0.100594
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;3;2;0.081575;0.235660;0.465234;0.217532
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;3;3;0.077537;0.299073;0.368625;0.254766
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;0;0;0.593517;0.288472;0.104899;0.013112
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;0;1;0.749215;0.169648;0.066384;0.014752
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;0;2;0.532840;0.299687;0.141029;0.026443
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;0;3;0.382706;0.385808;0.198416;0.033069
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;1;0;0.730490;0.179673;0.074864;0.014973
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;1;1;0.519653;0.307915;0.135483;0.036950
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;1;2;0.245643;0.463224;0.218350;0.072783
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;1;3;0.263113;0.364145;0.285039;0.087704
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;2;0;0.252160;0.375081;0.274087;0.098671
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;2;1;0.219736;0.384739;0.296644;0.098881
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;2;2;0.087588;0.295608;0.375939;0.240866
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;2;2;3;0.052869;0.246720;0.515371;0.185040
