target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.821561;0.142751;0.023792;0.011896
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.870695;0.106486;0.015212;0.007606
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.832455;0.125659;0.033509;0.008377
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.577160;0.281893;0.093964;0.046982
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.779873;0.183439;0.024459;0.012229
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.769020;0.184784;0.034647;0.011549
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.516433;0.329237;0.113175;0.041155
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.521462;0.315835;0.114849;0.047854
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.829939;0.136048;0.025509;0.008503
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.565819;0.289454;0.096485;0.048242
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.533882;0.310745;0.126240;0.029132
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.495576;0.339516;0.135806;0.029101
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.553281;0.304149;0.114056;0.028514
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.515942;0.319478;0.135536;0.029043
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.271261;0.418727;0.213133;0.096879
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.243891;0.434172;0.243891;0.078045
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.793831;0.169786;0.024255;0.012128
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.824922;0.131308;0.035016;0.008754
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.574546;0.283636;0.094545;0.047273
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.542677;0.304882;0.123858;0.028583
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.769423;0.172933;0.046115;0.011529
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.567047;0.288636;0.096212;0.048106
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.537226;0.308516;0.125335;0.028923
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.457286;0.365288;0.146115;0.031310
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.511748;0.332427;0.124660;0.031165
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.519972;0.316818;0.134408;0.028802
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.271740;0.417701;0.213510;0.097050
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.242161;0.438186;0.242161;0.077492
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.519599;0.317065;0.134512;0.028824
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.285503;0.388208;0.224324;0.101965
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.258337;0.400658;0.258337;0.082668
X_6;X_3,X_4,X_5;0,1,2,3;1;3;3;0.213324;0.447297;0.252110;0.087269
X_6;X_3,X_4,X_5;0,1,2,3;2;0;0;0.776540;0.167595;0.044692;0.011173
X_6;X_3,X_4,X_5;0,1,2,3;2;0;1;0.568885;0.287410;0.095803;0.047902
X_6;X_3,X_4,X_5;0,1,2,3;2;0;2;0.498991;0.334006;0.135690;0.031313
X_6;X_3,X_4,X_5;0,1,2,3;2;0;3;0.463219;0.361295;0.144518;0.030968
X_6;X_3,X_4,X_5;0,1,2,3;2;1;0;0.514799;0.330350;0.123881;0.030970
X_6;X_3,X_4,X_5;0,1,2,3;2;1;1;0.517756;0.318281;0.135028;0.028935
X_6;X_3,X_4,X_5;0,1,2,3;2;1;2;0.286264;0.386577;0.224922;0.102237
X_6;X_3,X_4,X_5;0,1,2,3;2;1;3;0.244536;0.432676;0.244536;0.078252
X_6;X_3,X_4,X_5;0,1,2,3;2;2;0;0.512571;0.321703;0.136480;0.029246
X_6;X_3,X_4,X_5;0,1,2,3;2;2;1;0.287373;0.384201;0.225793;0.102633
X_6;X_3,X_4,X_5;0,1,2,3;2;2;2;0.256709;0.404435;0.256709;0.082147
X_6;X_3,X_4,X_5;0,1,2,3;2;2;3;0.212398;0.449695;0.251016;0.086890
X_6;X_3,X_4,X_5;0,1,2,3;2;3;0;0.286341;0.386411;0.224982;0.102265
X_6;X_3,X_4,X_5;0,1,2,3;2;3;1;0.258774;0.399644;0.258774;0.082808
X_6;X_3,X_4,X_5;0,1,2,3;2;3;2;0.097459;0.243647;0.415248;0.243647
X_6;X_3,X_4,X_5;0,1,2,3;2;3;3;0.077200;0.250899;0.440302;0.231599
X_6;X_3,X_4,X_5;0,1,2,3;3;0;0;0.508382;0.334719;0.125519;0.031380
X_6;X_3,X_4,X_5;0,1,2,3;3;0;1;0.482395;0.341619;0.144929;0.031056
X_6;X_3,X_4,X_5;0,1,2,3;3;0;2;0.288899;0.380931;0.226992;0.103178
X_6;X_3,X_4,X_5;0,1,2,3;3;0;3;0.244773;0.432126;0.244773;0.078327
X_6;X_3,X_4,X_5;0,1,2,3;3;1;0;0.523583;0.314435;0.133397;0.028585
X_6;X_3,X_4,X_5;0,1,2,3;3;1;1;0.273208;0.414555;0.214663;0.097574
X_6;X_3,X_4,X_5;0,1,2,3;3;1;2;0.242151;0.438211;0.242151;0.077488
X_6;X_3,X_4,X_5;0,1,2,3;3;1;3;0.226351;0.413545;0.267506;0.092598
X_6;X_3,X_4,X_5;0,1,2,3;3;2;0;0.271086;0.419101;0.212996;0.096817
X_6;X_3,X_4,X_5;0,1,2,3;3;2;1;0.257650;0.402253;0.257650;0.082448
X_6;X_3,X_4,X_5;0,1,2,3;3;2;2;0.097957;0.244894;0.412255;0.244894
X_6;X_3,X_4,X_5;0,1,2,3;3;2;3;0.082449;0.267960;0.402242;0.247348
X_6;X_3,X_4,X_5;0,1,2,3;3;3;0;0.244268;0.433298;0.244268;0.078166
X_6;X_3,X_4,X_5;0,1,2,3;3;3;1;0.225952;0.414578;0.267035;0.092435
X_6;X_3,X_4,X_5;0,1,2,3;3;3;2;0.082109;0.266855;0.404708;0.246328
X_6;X_3,X_4,X_5;0,1,2,3;3;3;3;0.051121;0.153362;0.357845;0.437673
