target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.772050;0.164124;0.045590;0.018236
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.753796;0.182373;0.054712;0.009119
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.755723;0.183208;0.061069;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.567688;0.288208;0.115283;0.028821
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.704822;0.215707;0.068118;0.011353
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.701749;0.213037;0.074563;0.010652
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.507749;0.324676;0.136155;0.031420
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.483499;0.330560;0.154950;0.030990
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.708276;0.216092;0.064828;0.010805
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.723974;0.202419;0.064406;0.009201
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.496520;0.338881;0.135552;0.029047
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.465046;0.350152;0.155623;0.029179
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.522619;0.321713;0.134912;0.020756
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.506904;0.328731;0.143820;0.020546
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.399066;0.383354;0.186497;0.031083
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.384944;0.389536;0.194768;0.030753
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.739480;0.186086;0.065130;0.009304
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.669050;0.231665;0.088253;0.011032
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.534237;0.310509;0.126144;0.029110
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.476787;0.345320;0.146500;0.031393
