target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.701714;0.215428;0.066286;0.016571
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.687372;0.234471;0.062526;0.015631
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.890142;0.079896;0.024968;0.004994
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.594128;0.262126;0.101468;0.042278
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.688564;0.233577;0.062287;0.015572
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.883871;0.085835;0.025246;0.005049
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.572626;0.282067;0.111117;0.034190
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.419765;0.379384;0.156217;0.044633
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.663673;0.244602;0.076438;0.015288
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.579822;0.274402;0.102901;0.042875
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.560823;0.284173;0.120558;0.034445
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.514559;0.317743;0.132393;0.035305
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.431842;0.374984;0.147721;0.045453
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.403625;0.393832;0.157533;0.045009
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.235398;0.465827;0.208237;0.090538
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.206898;0.487253;0.224889;0.080960
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.693498;0.225844;0.064527;0.016132
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.682467;0.241930;0.060482;0.015121
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.447509;0.356817;0.138123;0.057551
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.417911;0.376646;0.159789;0.045654
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.891827;0.082418;0.020604;0.005151
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.580225;0.274139;0.102802;0.042834
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.556197;0.287166;0.121828;0.034808
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.516678;0.316356;0.131815;0.035151
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.430686;0.375747;0.148022;0.045545
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.534723;0.307258;0.122903;0.035115
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.237275;0.461569;0.209897;0.091259
X_7;X_3,X_4,X_5;0,1,2,3;1;2;3;0.255263;0.367391;0.277460;0.099886
X_7;X_3,X_4,X_5;0,1,2,3;1;3;0;0.409865;0.389712;0.155885;0.044539
X_7;X_3,X_4,X_5;0,1,2,3;1;3;1;0.236376;0.463607;0.209102;0.090914
X_7;X_3,X_4,X_5;0,1,2,3;1;3;2;0.254245;0.369916;0.276353;0.099487
X_7;X_3,X_4,X_5;0,1,2,3;1;3;3;0.179836;0.496458;0.242779;0.080926
X_7;X_3,X_4,X_5;0,1,2,3;2;0;0;0.890430;0.083482;0.020870;0.005218
X_7;X_3,X_4,X_5;0,1,2,3;2;0;1;0.444437;0.362817;0.136056;0.056690
X_7;X_3,X_4,X_5;0,1,2,3;2;0;2;0.555383;0.287693;0.122052;0.034872
X_7;X_3,X_4,X_5;0,1,2,3;2;0;3;0.383315;0.403648;0.168187;0.044850
X_7;X_3,X_4,X_5;0,1,2,3;2;1;0;0.563991;0.287766;0.113362;0.034881
X_7;X_3,X_4,X_5;0,1,2,3;2;1;1;0.401971;0.394925;0.157970;0.045134
X_7;X_3,X_4,X_5;0,1,2,3;2;1;2;0.286939;0.348870;0.253830;0.110361
X_7;X_3,X_4,X_5;0,1,2,3;2;1;3;0.204877;0.492262;0.222692;0.080169
X_7;X_3,X_4,X_5;0,1,2,3;2;2;0;0.538033;0.305073;0.122029;0.034865
X_7;X_3,X_4,X_5;0,1,2,3;2;2;1;0.282632;0.358642;0.250021;0.108705
X_7;X_3,X_4,X_5;0,1,2,3;2;2;2;0.205109;0.491686;0.222945;0.080260
X_7;X_3,X_4,X_5;0,1,2,3;2;2;3;0.221189;0.380670;0.298606;0.099535
X_7;X_3,X_4,X_5;0,1,2,3;2;3;0;0.285181;0.352859;0.252275;0.109685
X_7;X_3,X_4,X_5;0,1,2,3;2;3;1;0.251978;0.375532;0.273890;0.098600
X_7;X_3,X_4,X_5;0,1,2,3;2;3;2;0.098684;0.285087;0.353071;0.263157
X_7;X_3,X_4,X_5;0,1,2,3;2;3;3;0.062196;0.239899;0.493546;0.204359
X_7;X_3,X_4,X_5;0,1,2,3;3;0;0;0.569650;0.284031;0.111891;0.034428
X_7;X_3,X_4,X_5;0,1,2,3;3;0;1;0.532316;0.308848;0.123539;0.035297
X_7;X_3,X_4,X_5;0,1,2,3;3;0;2;0.233758;0.469549;0.206786;0.089907
X_7;X_3,X_4,X_5;0,1,2,3;3;0;3;0.252618;0.373947;0.274585;0.098850
X_7;X_3,X_4,X_5;0,1,2,3;3;1;0;0.534787;0.307216;0.122886;0.035110
X_7;X_3,X_4,X_5;0,1,2,3;3;1;1;0.286335;0.350239;0.253297;0.110129
X_7;X_3,X_4,X_5;0,1,2,3;3;1;2;0.206477;0.488295;0.224432;0.080795
X_7;X_3,X_4,X_5;0,1,2,3;3;1;3;0.221481;0.379853;0.299000;0.099667
X_7;X_3,X_4,X_5;0,1,2,3;3;2;0;0.236568;0.463172;0.209272;0.090988
X_7;X_3,X_4,X_5;0,1,2,3;3;2;1;0.255856;0.365922;0.278104;0.100118
X_7;X_3,X_4,X_5;0,1,2,3;3;2;2;0.098714;0.285173;0.352876;0.263237
X_7;X_3,X_4,X_5;0,1,2,3;3;2;3;0.076863;0.296470;0.374119;0.252549
X_7;X_3,X_4,X_5;0,1,2,3;3;3;0;0.205201;0.491459;0.223044;0.080296
X_7;X_3,X_4,X_5;0,1,2,3;3;3;1;0.221311;0.380330;0.298769;0.099590
X_7;X_3,X_4,X_5;0,1,2,3;3;3;2;0.077661;0.299551;0.367615;0.255173
X_7;X_3,X_4,X_5;0,1,2,3;3;3;3;0.055306;0.176979;0.398203;0.369512
