target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.645783;0.255037;0.070843;0.028337
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.628475;0.275203;0.082561;0.013760
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.818856;0.135858;0.045286;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.627241;0.248506;0.099403;0.024851
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.637914;0.264601;0.083558;0.013926
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.629298;0.264787;0.092676;0.013239
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.461209;0.355373;0.149027;0.034391
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.563377;0.279439;0.130987;0.026197
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.835841;0.121599;0.036480;0.006080
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.804334;0.143488;0.045655;0.006522
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.546245;0.305412;0.122165;0.026178
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.509762;0.320883;0.142615;0.026740
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.471499;0.356163;0.149359;0.022978
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.448522;0.367652;0.160848;0.022978
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.357276;0.410013;0.199466;0.033244
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.340525;0.417667;0.208834;0.032974
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.817505;0.130353;0.045624;0.006518
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.790472;0.146669;0.055874;0.006984
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.596688;0.268874;0.109230;0.025207
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.571701;0.282677;0.119924;0.025698
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.815854;0.133347;0.044449;0.006350
