target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.690586;0.222778;0.061883;0.024753
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.799368;0.148617;0.044585;0.007431
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.777628;0.166779;0.055593;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.505065;0.329957;0.131983;0.032996
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.681375;0.232842;0.073529;0.012255
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.661293;0.241933;0.084677;0.012097
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.577789;0.278479;0.116782;0.026950
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.540602;0.294015;0.137819;0.027564
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.670445;0.244115;0.073234;0.012206
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.637607;0.265755;0.084558;0.012080
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.433268;0.381454;0.152582;0.032696
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.492631;0.332096;0.147598;0.027675
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.581960;0.281723;0.118142;0.018176
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.469247;0.353836;0.154803;0.022115
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.461232;0.343697;0.167204;0.027867
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.438456;0.355644;0.177822;0.028077
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.786950;0.152179;0.053263;0.007609
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.765882;0.163882;0.062431;0.007804
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.564512;0.290326;0.117945;0.027218
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.455332;0.359481;0.152507;0.032680
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.644583;0.257371;0.085790;0.012256
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.740743;0.178239;0.064814;0.016204
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.447154;0.368564;0.162602;0.021680
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.496746;0.326183;0.149112;0.027959
