target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4=0;X_4=1;X_4=2;X_4=3
X_4;X_1,X_2;0,1,2,3;0;0;0.950000;0.040000;0.010000;0.000000
X_4;X_1,X_2;0,1,2,3;0;1;0.771522;0.152319;0.060927;0.015232
X_4;X_1,X_2;0,1,2,3;0;2;0.550826;0.280734;0.134752;0.033688
X_4;X_1,X_2;0,1,2,3;0;3;0.460313;0.323812;0.161906;0.053969
X_4;X_1,X_2;0,1,2,3;1;0;0.878166;0.091375;0.024367;0.006092
X_4;X_1,X_2;0,1,2,3;1;1;0.641876;0.238749;0.095500;0.023875
X_4;X_1,X_2;0,1,2,3;1;2;0.405342;0.324359;0.216239;0.054060
X_4;X_1,X_2;0,1,2,3;1;3;0.321848;0.365159;0.260828;0.052166
X_4;X_1,X_2;0,1,2,3;2;0;0.603241;0.264506;0.105802;0.026451
X_4;X_1,X_2;0,1,2,3;2;1;0.435798;0.329118;0.188067;0.047017
X_4;X_1,X_2;0,1,2,3;2;2;0.090625;0.181250;0.546874;0.181250
X_4;X_1,X_2;0,1,2,3;2;3;0.046504;0.139512;0.488456;0.325528
X_4;X_1,X_2;0,1,2,3;3;0;0.363357;0.371375;0.212214;0.053054
X_4;X_1,X_2;0,1,2,3;3;1;0.329548;0.287336;0.287336;0.095779
X_4;X_1,X_2;0,1,2,3;3;2;0.046431;0.092863;0.371451;0.489254
X_4;X_1,X_2;0,1,2,3;3;3;0.000000;0.059926;0.299629;0.640445
