target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4=0;X_4=1;X_4=2;X_4=3
X_4;X_1,X_2;0,1,2,3;0;0;0.951211;0.039031;0.009758;0.000000
X_4;X_1,X_2;0,1,2,3;0;1;0.845065;0.103290;0.041316;0.010329
X_4;X_1,X_2;0,1,2,3;0;2;0.600227;0.249858;0.119932;0.029983
X_4;X_1,X_2;0,1,2,3;0;3;0.501384;0.299170;0.149585;0.049862
X_4;X_1,X_2;0,1,2,3;1;0;0.793971;0.154521;0.041206;0.010301
X_4;X_1,X_2;0,1,2,3;1;1;0.695650;0.202900;0.081160;0.020290
X_4;X_1,X_2;0,1,2,3;1;2;0.450726;0.299604;0.199736;0.049934
X_4;X_1,X_2;0,1,2,3;1;3;0.347629;0.351277;0.250912;0.050182
X_4;X_1,X_2;0,1,2,3;2;0;0.551182;0.299212;0.119685;0.029921
X_4;X_1,X_2;0,1,2,3;2;1;0.392964;0.354104;0.202345;0.050586
X_4;X_1,X_2;0,1,2,3;2;2;0.097762;0.195524;0.511190;0.195524
X_4;X_1,X_2;0,1,2,3;2;3;0.050067;0.150202;0.449260;0.350471
X_4;X_1,X_2;0,1,2,3;3;0;0.400377;0.349780;0.199874;0.049969
X_4;X_1,X_2;0,1,2,3;3;1;0.293006;0.302998;0.302998;0.100999
X_4;X_1,X_2;0,1,2,3;3;2;0.049459;0.098917;0.395668;0.455956
X_4;X_1,X_2;0,1,2,3;3;3;0.000000;0.049469;0.247344;0.703187
