target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.741510;0.186113;0.051698;0.020679
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.747227;0.187239;0.056172;0.009362
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.729628;0.202779;0.067593;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.544209;0.303861;0.121544;0.030386
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.752909;0.180566;0.057021;0.009503
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.708266;0.208382;0.072934;0.010419
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.534578;0.306981;0.128734;0.029708
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.502327;0.318511;0.149302;0.029860
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.731345;0.199004;0.059701;0.009950
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.716483;0.207912;0.066154;0.009451
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.479291;0.350477;0.140191;0.030041
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.442860;0.364674;0.162077;0.030389
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.543624;0.307558;0.128976;0.019842
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.509797;0.326802;0.142976;0.020425
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.421889;0.368795;0.179414;0.029902
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.392616;0.384677;0.192338;0.030369
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.720944;0.199326;0.069764;0.009966
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.684634;0.220757;0.084098;0.010512
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.516663;0.322225;0.130904;0.030209
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.510555;0.323034;0.137045;0.029367
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.722908;0.200653;0.066884;0.009555
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.676559;0.222365;0.080860;0.020215
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.485131;0.343246;0.151432;0.020191
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.459110;0.350577;0.160264;0.030049
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.515620;0.326215;0.138394;0.019771
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.477467;0.341656;0.150731;0.030146
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.280538;0.408867;0.230442;0.080154
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.249783;0.420503;0.249783;0.079931
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.447788;0.354994;0.167636;0.029583
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.411909;0.368803;0.189385;0.029903
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.222157;0.424411;0.262549;0.090882
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.187900;0.446189;0.276906;0.089005
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.708787;0.203849;0.077657;0.009707
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.694892;0.209762;0.085812;0.009535
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;2;0.491493;0.335615;0.142382;0.030510
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;3;0.478131;0.334784;0.157545;0.029540
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;0;0.685302;0.219335;0.085827;0.009536
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;1;0.653311;0.237730;0.099054;0.009905
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;2;0.466425;0.345836;0.158096;0.029643
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;3;0.436695;0.355772;0.177886;0.029648
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;0;0.443621;0.364175;0.161856;0.030348
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;1;0.412176;0.374991;0.182428;0.030405
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;2;0.249668;0.420771;0.249668;0.079894
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;3;0.218952;0.432714;0.258762;0.089571
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;0;0.390713;0.379556;0.199766;0.029965
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;1;0.356669;0.395644;0.217965;0.029722
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;2;0.150622;0.377429;0.351451;0.120498
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;3;0.120072;0.389633;0.360217;0.130078
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;0;0.655973;0.235904;0.088464;0.019659
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;1;0.631080;0.242711;0.097084;0.029125
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;2;0.468135;0.357986;0.143194;0.030685
