target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.824029;0.127090;0.039105;0.009776
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.787399;0.159451;0.042520;0.010630
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.760975;0.173836;0.054324;0.010865
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.510822;0.315928;0.122295;0.050956
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.816710;0.137468;0.036658;0.009165
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.775530;0.165913;0.048798;0.009760
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.501615;0.328934;0.129580;0.039871
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.489402;0.333852;0.137469;0.039277
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.774981;0.163650;0.051141;0.010228
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.511804;0.318822;0.119558;0.049816
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.485367;0.332998;0.141272;0.040363
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.458202;0.354631;0.147763;0.039403
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.501819;0.328799;0.129527;0.039854
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.479233;0.343903;0.137561;0.039303
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.262927;0.403359;0.232589;0.101126
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.225942;0.440057;0.245589;0.088412
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.824142;0.129580;0.037023;0.009256
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.794398;0.156649;0.039162;0.009791
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.523434;0.307782;0.119141;0.049642
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.487237;0.331788;0.140759;0.040217
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.770453;0.174893;0.043723;0.010931
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.501140;0.325786;0.122170;0.050904
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.487428;0.331664;0.140706;0.040202
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.456296;0.355879;0.148283;0.039542
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.508565;0.324347;0.127773;0.039315
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.472424;0.348399;0.139360;0.039817
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.262741;0.403780;0.232425;0.101054
X_7;X_3,X_4,X_5;0,1,2,3;1;2;3;0.227220;0.436891;0.246978;0.088912
X_7;X_3,X_4,X_5;0,1,2,3;1;3;0;0.466733;0.352157;0.140863;0.040247
X_7;X_3,X_4,X_5;0,1,2,3;1;3;1;0.256020;0.419032;0.226479;0.098469
X_7;X_3,X_4,X_5;0,1,2,3;1;3;2;0.225904;0.440151;0.245548;0.088397
X_7;X_3,X_4,X_5;0,1,2,3;1;3;3;0.196649;0.449384;0.265476;0.088492
X_7;X_3,X_4,X_5;0,1,2,3;2;0;0;0.788859;0.160869;0.040217;0.010054
X_7;X_3,X_4,X_5;0,1,2,3;2;0;1;0.504434;0.323635;0.121363;0.050568
X_7;X_3,X_4,X_5;0,1,2,3;2;0;2;0.479477;0.336809;0.142889;0.040825
X_7;X_3,X_4,X_5;0,1,2,3;2;0;3;0.451472;0.359036;0.149598;0.039893
X_7;X_3,X_4,X_5;0,1,2,3;2;1;0;0.503124;0.327938;0.129188;0.039750
X_7;X_3,X_4,X_5;0,1,2,3;2;1;1;0.468494;0.350995;0.140398;0.040114
X_7;X_3,X_4,X_5;0,1,2,3;2;1;2;0.263841;0.401283;0.233398;0.101477
X_7;X_3,X_4,X_5;0,1,2,3;2;1;3;0.229557;0.431098;0.249518;0.089827
X_7;X_3,X_4,X_5;0,1,2,3;2;2;0;0.469360;0.350423;0.140169;0.040048
X_7;X_3,X_4,X_5;0,1,2,3;2;2;1;0.260784;0.408221;0.230694;0.100302
X_7;X_3,X_4,X_5;0,1,2,3;2;2;2;0.230225;0.429442;0.250245;0.090088
X_7;X_3,X_4,X_5;0,1,2,3;2;2;3;0.198102;0.445313;0.267438;0.089146
