target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.813981;0.148815;0.024803;0.012401
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.792948;0.170514;0.024359;0.012180
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.772321;0.170759;0.045536;0.011384
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.569605;0.286930;0.095643;0.047822
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.850627;0.124478;0.016597;0.008299
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.823790;0.140968;0.026432;0.008811
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.547802;0.307879;0.105833;0.038485
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.478604;0.344121;0.125135;0.052140
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.769172;0.184662;0.034624;0.011541
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.570996;0.286002;0.095334;0.047667
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.497349;0.335101;0.136135;0.031416
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.465994;0.359427;0.143771;0.030808
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.505823;0.336461;0.126173;0.031543
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.519265;0.317285;0.134606;0.028844
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.286828;0.385368;0.225365;0.102439
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.241194;0.440429;0.241194;0.077182
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.855300;0.119165;0.017024;0.008512
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.836594;0.122555;0.032681;0.008170
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.564473;0.290351;0.096784;0.048392
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.539234;0.307177;0.124791;0.028798
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.826410;0.130192;0.034718;0.008679
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.528858;0.314095;0.104698;0.052349
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.500800;0.332800;0.135200;0.031200
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.467719;0.358266;0.143306;0.030709
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.548766;0.307223;0.115209;0.028802
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.475973;0.345858;0.146727;0.031442
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.289300;0.380072;0.227307;0.103321
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.242888;0.436500;0.242888;0.077724
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.480199;0.343069;0.145544;0.031188
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.286111;0.386905;0.224801;0.102182
