target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.684125;0.227430;0.063175;0.025270
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.798293;0.149413;0.044824;0.007471
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.789036;0.158223;0.052741;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.502660;0.331560;0.132624;0.033156
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.677979;0.235323;0.074312;0.012385
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.790463;0.149669;0.052384;0.007483
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.489817;0.336504;0.141114;0.032565
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.540046;0.294371;0.137986;0.027597
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.797595;0.149930;0.044979;0.007496
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.630253;0.271148;0.086274;0.012325
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.520959;0.322432;0.128973;0.027637
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.493736;0.331373;0.147277;0.027614
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.593265;0.274104;0.114947;0.017684
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.568021;0.287986;0.125994;0.017999
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.378194;0.396669;0.192974;0.032162
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.437339;0.356352;0.178176;0.028133
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.664243;0.239827;0.083939;0.011991
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.767599;0.162680;0.061973;0.007747
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.474918;0.350055;0.142210;0.032818
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.460286;0.356211;0.151120;0.032383
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.763780;0.171056;0.057019;0.008146
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.738010;0.180118;0.065497;0.016374
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.534897;0.310069;0.136795;0.018239
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.420561;0.375562;0.171686;0.032191
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.559714;0.296519;0.125796;0.017971
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.434038;0.370052;0.163258;0.032652
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.298147;0.371763;0.244906;0.085185
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.266691;0.381276;0.266691;0.085341
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.402869;0.383870;0.181272;0.031989
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.441634;0.350162;0.179813;0.028392
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.232992;0.396340;0.275354;0.095315
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.201556;0.405940;0.297030;0.095474
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.636609;0.254373;0.096904;0.012113
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.734538;0.182505;0.074661;0.008296
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;2;0.450525;0.362654;0.153853;0.032969
