target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.925116;0.059907;0.009985;0.004992
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.909862;0.074231;0.010604;0.005302
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.864434;0.101674;0.027113;0.006778
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.601693;0.265538;0.088513;0.044256
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.884124;0.096563;0.012875;0.006438
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.877582;0.097934;0.018363;0.006121
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.477347;0.355849;0.122323;0.044481
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.451051;0.362306;0.131748;0.054895
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.862942;0.109646;0.020559;0.006853
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.597811;0.268126;0.089375;0.044688
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.566106;0.289263;0.117513;0.027118
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.432780;0.381782;0.152713;0.032724
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.570872;0.292172;0.109565;0.027391
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.541123;0.302859;0.128485;0.027533
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.294035;0.369925;0.231027;0.105012
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.265600;0.383809;0.265600;0.084992
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.893124;0.088015;0.012574;0.006287
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.867842;0.099118;0.026432;0.006608
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.498485;0.334343;0.111448;0.055724
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.471059;0.352627;0.143255;0.033059
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.867701;0.099225;0.026460;0.006615
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.505008;0.329994;0.109998;0.054999
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.561854;0.292098;0.118665;0.027384
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.435675;0.379834;0.151934;0.032557
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.487581;0.348881;0.130830;0.032708
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.456584;0.358655;0.152157;0.032605
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.261880;0.438828;0.205763;0.093529
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.267433;0.379555;0.267433;0.085579
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.460947;0.355775;0.150935;0.032343
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.296203;0.365279;0.232731;0.105787
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.265750;0.383460;0.265750;0.085040
X_6;X_3,X_4,X_5;0,1,2,3;1;3;3;0.236156;0.388141;0.279094;0.096609
X_6;X_3,X_4,X_5;0,1,2,3;2;0;0;0.875695;0.093229;0.024861;0.006215
