target_variable;parents;target_values;X_1(parent_1);A_1(parent_2);D_1(parent_3);X_1_t1=0;X_1_t1=1;X_1_t1=2;X_1_t1=3
X_1_t1;X_1,A_1,D_1;0,1,2,3;0;0;0;1.000000;0.000000;0.000000;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;0;0;1;1.000000;0.000000;0.000000;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;0;1;0;0.299866;0.400268;0.199911;0.099955
X_1_t1;X_1,A_1,D_1;0,1,2,3;0;1;1;0.492396;0.304562;0.152281;0.050760
X_1_t1;X_1,A_1,D_1;0,1,2,3;1;0;0;0.000000;1.000000;0.000000;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;1;0;1;0.398292;0.601708;0.000000;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;1;1;0;0.000000;0.296303;0.506161;0.197535
X_1_t1;X_1,A_1,D_1;0,1,2,3;1;1;1;0.200185;0.499538;0.250231;0.050046
X_1_t1;X_1,A_1,D_1;0,1,2,3;2;0;0;0.000000;0.000000;1.000000;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;2;0;1;0.097910;0.293730;0.608360;0.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;2;1;0;0.000000;0.000000;0.400634;0.599366
X_1_t1;X_1,A_1,D_1;0,1,2,3;2;1;1;0.048892;0.195568;0.559972;0.195568
X_1_t1;X_1,A_1,D_1;0,1,2,3;3;0;0;0.000000;0.000000;0.000000;1.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;3;0;1;0.000000;0.103112;0.309335;0.587553
X_1_t1;X_1,A_1,D_1;0,1,2,3;3;1;0;0.000000;0.000000;0.000000;1.000000
X_1_t1;X_1,A_1,D_1;0,1,2,3;3;1;1;0.000000;0.048670;0.243352;0.707978
