target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.764981;0.169214;0.047004;0.018802
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.738230;0.193904;0.058171;0.009695
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.737309;0.197018;0.065673;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.539053;0.307298;0.122919;0.030730
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.749258;0.183235;0.057864;0.009644
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.707328;0.209051;0.073168;0.010453
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.528275;0.311138;0.130477;0.030110
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.498231;0.321132;0.150531;0.030106
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.736833;0.194938;0.058481;0.009747
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.705875;0.215692;0.068629;0.009804
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.486089;0.345902;0.138361;0.029649
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.442056;0.365200;0.162311;0.030433
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.544852;0.306730;0.128629;0.019789
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.520618;0.319588;0.139820;0.019974
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.411442;0.375459;0.182656;0.030443
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.399024;0.380618;0.190309;0.030049
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.718221;0.201271;0.070445;0.010064
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.715429;0.199200;0.075886;0.009486
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.507728;0.328181;0.133324;0.030767
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.502498;0.328352;0.139301;0.029850
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.722173;0.201185;0.067062;0.009580
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.685831;0.215991;0.078542;0.019636
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.491359;0.339094;0.149600;0.019947
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.460467;0.349697;0.159862;0.029974
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.500971;0.336081;0.142580;0.020369
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.468742;0.347361;0.153247;0.030649
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.277947;0.414326;0.228314;0.079413
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.251619;0.416245;0.251619;0.080518
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.430802;0.365913;0.172792;0.030493
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.402045;0.374989;0.192562;0.030404
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.217193;0.437273;0.256682;0.088852
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.189404;0.441756;0.279122;0.089718
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.715587;0.199089;0.075844;0.009480
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.677365;0.221812;0.090741;0.010082
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;2;0.503818;0.327480;0.138931;0.029771
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;3;0.467110;0.341854;0.160872;0.030164
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;0;0.677609;0.224697;0.087925;0.009769
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;1;0.656318;0.235668;0.098195;0.009819
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;2;0.470160;0.343415;0.156990;0.029436
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;3;0.431658;0.358953;0.179476;0.029913
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;0;0.445613;0.362871;0.161276;0.030239
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;1;0.425874;0.366253;0.178177;0.029696
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;2;0.249202;0.421852;0.249202;0.079745
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;3;0.217251;0.437121;0.256752;0.088876
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;0;0.395845;0.376359;0.198083;0.029713
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;1;0.364757;0.381940;0.222907;0.030396
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;2;0.151121;0.375366;0.352616;0.120897
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;3;0.118487;0.397692;0.355460;0.128361
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;0;0.646715;0.242252;0.090845;0.020188
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;1;0.632238;0.241949;0.096779;0.029034
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;2;0.484755;0.346800;0.138720;0.029726
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;3;0.443946;0.363963;0.161761;0.030330
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;0;0.608842;0.254253;0.107568;0.029337
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;1;0.582693;0.262030;0.126163;0.029114
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;2;0.278207;0.413777;0.228528;0.079488
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;3;0.250425;0.419015;0.250425;0.080136
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;0;0.219601;0.431034;0.259528;0.089837
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;1;0.188887;0.443281;0.278359;0.089473
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;2;0.098948;0.247371;0.406310;0.247371
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;3;0.080522;0.261697;0.416215;0.241566
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;0;0.161819;0.443747;0.303411;0.091023
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;1;0.130790;0.456720;0.321944;0.090547
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;2;0.050634;0.151902;0.354438;0.443027
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;3;0.050233;0.120558;0.381768;0.447440
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;0;0.741166;0.189148;0.059731;0.009955
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;1;0.702054;0.212818;0.074486;0.010641
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;2;0.537117;0.305306;0.128032;0.029546
