target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.646165;0.254761;0.070767;0.028307
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.632846;0.271966;0.081590;0.013598
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.820503;0.134623;0.044874;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.631632;0.245579;0.098232;0.024558
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.847693;0.111301;0.035148;0.005858
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.824602;0.125285;0.043850;0.006264
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.453825;0.360243;0.151070;0.034862
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.568899;0.275905;0.129330;0.025866
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.626448;0.276705;0.083012;0.013835
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.608441;0.287143;0.091364;0.013052
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.411205;0.396304;0.158522;0.033969
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.515243;0.317295;0.141020;0.026441
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.619903;0.256152;0.107419;0.016526
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.453895;0.364070;0.159281;0.022754
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.364054;0.405689;0.197362;0.032894
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.459038;0.342609;0.171305;0.027048
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.817313;0.130491;0.045672;0.006525
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.790158;0.146889;0.055958;0.006995
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.590214;0.273191;0.110984;0.025612
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.429523;0.376515;0.159733;0.034229
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.611512;0.281319;0.093773;0.013396
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.584235;0.285838;0.103941;0.025985
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.562367;0.291755;0.128716;0.017162
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.526813;0.306695;0.140203;0.026288
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.437799;0.378625;0.160629;0.022947
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.541205;0.299982;0.132345;0.026469
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.252075;0.468843;0.207061;0.072021
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.223647;0.481140;0.223647;0.071567
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.496754;0.323515;0.152771;0.026960
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.351406;0.406746;0.208869;0.032979
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.243673;0.368664;0.287978;0.099685
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.167619;0.505964;0.247018;0.079399
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.607838;0.274513;0.104577;0.013072
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.578109;0.290050;0.118657;0.013184
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;2;0.569158;0.284356;0.120636;0.025851
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;3;0.408924;0.379181;0.178438;0.033457
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;0;0.584628;0.289502;0.113283;0.012587
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;1;0.739596;0.178562;0.074401;0.007440
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;2;0.517955;0.312437;0.142828;0.026780
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;3;0.488414;0.323107;0.161554;0.026926
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;0;0.511902;0.319482;0.141992;0.026624
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;1;0.480596;0.331344;0.161194;0.026866
