target_variable;parents;target_values;X_3(parent_1);A_3(parent_2);D_3(parent_3);X_3_t1=0;X_3_t1=1;X_3_t1=2;X_3_t1=3
X_3_t1;X_3,A_3,D_3;0,1,2,3;0;0;0;1.000000;0.000000;0.000000;0.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;0;0;1;1.000000;0.000000;0.000000;0.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;0;1;0;0.133674;0.598979;0.267348;0.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;0;1;1;0.915724;0.063207;0.021069;0.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;1;0;0;0.000000;1.000000;0.000000;0.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;1;0;1;0.321672;0.678328;0.000000;0.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;1;1;0;0.000000;0.158695;0.682610;0.158695
X_3_t1;X_3,A_3,D_3;0,1,2,3;1;1;1;0.156902;0.686196;0.156902;0.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;2;0;0;0.000000;0.000000;1.000000;0.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;2;0;1;0.056943;0.430574;0.512483;0.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;2;1;0;0.000000;0.000000;0.082894;0.917106
X_3_t1;X_3,A_3,D_3;0,1,2,3;2;1;1;0.000000;0.262842;0.605737;0.131421
X_3_t1;X_3,A_3,D_3;0,1,2,3;3;0;0;0.000000;0.000000;0.000000;1.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;3;0;1;0.000000;0.122374;0.510504;0.367122
X_3_t1;X_3,A_3,D_3;0,1,2,3;3;1;0;0.000000;0.000000;0.000000;1.000000
X_3_t1;X_3,A_3,D_3;0,1,2,3;3;1;1;0.000000;0.043472;0.565278;0.391250
