target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.931932;0.049160;0.015126;0.003782
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.680424;0.239682;0.063915;0.015979
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.670555;0.239596;0.074874;0.014975
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.451120;0.354485;0.137220;0.057175
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.910951;0.066787;0.017810;0.004452
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.658786;0.252201;0.074177;0.014835
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.564325;0.287546;0.113276;0.034854
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.541800;0.299592;0.123361;0.035246
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.891082;0.079213;0.024754;0.004951
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.443199;0.363625;0.136359;0.056816
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.552768;0.289385;0.122770;0.035077
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.393271;0.397132;0.165471;0.044126
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.569400;0.284196;0.111956;0.034448
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.405104;0.392856;0.157142;0.044898
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.286539;0.349777;0.253477;0.110207
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.253145;0.372640;0.275158;0.099057
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.693820;0.225606;0.064459;0.016115
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.890367;0.083530;0.020882;0.005221
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.588412;0.265817;0.102897;0.042874
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.425718;0.371594;0.157646;0.045042
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.680029;0.243787;0.060947;0.015237
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.577696;0.275790;0.103421;0.043092
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.419044;0.375913;0.159478;0.045565
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.509758;0.320886;0.133702;0.035654
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.567778;0.285266;0.112378;0.034578
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.399634;0.396468;0.158587;0.045311
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.236000;0.464462;0.208769;0.090769
