target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.645393;0.255317;0.070921;0.028369
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.628636;0.275084;0.082525;0.013754
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.628663;0.278503;0.092834;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.629293;0.247138;0.098855;0.024714
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.636561;0.265590;0.083870;0.013978
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.625764;0.267311;0.093559;0.013366
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.456634;0.358390;0.150293;0.034683
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.568079;0.276430;0.129576;0.025915
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.825612;0.129176;0.038753;0.006459
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.612130;0.284438;0.090503;0.012929
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.419642;0.390625;0.156250;0.033482
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.385843;0.401994;0.178664;0.033499
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.467353;0.358958;0.150531;0.023159
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.585682;0.276212;0.120843;0.017263
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.481696;0.330642;0.160853;0.026809
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.453832;0.345906;0.172953;0.027308
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.616133;0.274191;0.095967;0.013710
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.602765;0.278065;0.105929;0.013241
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.451261;0.365826;0.148617;0.034296
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.566602;0.286042;0.121351;0.026004
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.807484;0.139408;0.046469;0.006638
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.586255;0.284450;0.103436;0.025859
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.417587;0.388275;0.171298;0.022840
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.401031;0.388220;0.177472;0.033276
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.442593;0.375397;0.159259;0.022751
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.410244;0.385610;0.170122;0.034024
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.254691;0.463329;0.209211;0.072769
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.224283;0.479663;0.224283;0.071771
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.502386;0.319894;0.151061;0.026658
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.349977;0.407642;0.209329;0.033052
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.243894;0.368093;0.288238;0.099775
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.170609;0.497154;0.251423;0.080815
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.601786;0.278750;0.106190;0.013274
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.773256;0.155886;0.063772;0.007086
