target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.968572;0.025143;0.004190;0.002095
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.935565;0.053064;0.007581;0.003790
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.914823;0.063883;0.017035;0.004259
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.630148;0.246568;0.082189;0.041095
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.712349;0.239709;0.031961;0.015981
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.688786;0.248971;0.046682;0.015561
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.462518;0.365945;0.125794;0.045743
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.562634;0.288662;0.104968;0.043737
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.914950;0.068040;0.012757;0.004252
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.624896;0.250069;0.083356;0.041678
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.595803;0.269464;0.109470;0.025262
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.419122;0.390975;0.156390;0.033512
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.450791;0.373929;0.140224;0.035056
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.429623;0.376449;0.159705;0.034223
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.305762;0.344796;0.240242;0.109201
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.274751;0.362578;0.274751;0.087920
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.707374;0.240986;0.034427;0.017213
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.915913;0.063065;0.016817;0.004204
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.621672;0.252218;0.084073;0.042036
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.585169;0.276554;0.112350;0.025927
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.919148;0.060639;0.016170;0.004043
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.628641;0.247573;0.082524;0.041262
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.448818;0.367455;0.149279;0.034449
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.411492;0.396111;0.158444;0.033952
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.459763;0.367821;0.137933;0.034483
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.563792;0.287897;0.122138;0.026172
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.254904;0.453776;0.200282;0.091037
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.275574;0.360667;0.275574;0.088184
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.574087;0.281103;0.119256;0.025555
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.252070;0.459850;0.198055;0.090025
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.227007;0.473344;0.227007;0.072642
X_6;X_3,X_4,X_5;0,1,2,3;1;3;3;0.243580;0.368907;0.287867;0.099646
X_6;X_3,X_4,X_5;0,1,2,3;2;0;0;0.904238;0.071822;0.019152;0.004788
X_6;X_3,X_4,X_5;0,1,2,3;2;0;1;0.470038;0.353308;0.117769;0.058885
X_6;X_3,X_4,X_5;0,1,2,3;2;0;2;0.586272;0.275819;0.112051;0.025858
X_6;X_3,X_4,X_5;0,1,2,3;2;0;3;0.544269;0.306742;0.122697;0.026292
X_6;X_3,X_4,X_5;0,1,2,3;2;1;0;0.450572;0.374078;0.140279;0.035070
X_6;X_3,X_4,X_5;0,1,2,3;2;1;1;0.425419;0.379223;0.160883;0.034475
X_6;X_3,X_4,X_5;0,1,2,3;2;1;2;0.252228;0.459511;0.198179;0.090081
X_6;X_3,X_4,X_5;0,1,2,3;2;1;3;0.276169;0.359287;0.276169;0.088374
X_6;X_3,X_4,X_5;0,1,2,3;2;2;0;0.433900;0.373626;0.158508;0.033966
X_6;X_3,X_4,X_5;0,1,2,3;2;2;1;0.254826;0.453945;0.200220;0.091009
X_6;X_3,X_4,X_5;0,1,2,3;2;2;2;0.224451;0.479274;0.224451;0.071824
X_6;X_3,X_4,X_5;0,1,2,3;2;2;3;0.240838;0.376010;0.284627;0.098525
X_6;X_3,X_4,X_5;0,1,2,3;2;3;0;0.255043;0.453478;0.200391;0.091087
X_6;X_3,X_4,X_5;0,1,2,3;2;3;1;0.223858;0.480649;0.223858;0.071635
X_6;X_3,X_4,X_5;0,1,2,3;2;3;2;0.091568;0.228920;0.450592;0.228920
X_6;X_3,X_4,X_5;0,1,2,3;2;3;3;0.071487;0.232334;0.481716;0.214462
X_6;X_3,X_4,X_5;0,1,2,3;3;0;0;0.451880;0.373188;0.139946;0.034986
X_6;X_3,X_4,X_5;0,1,2,3;3;0;1;0.427223;0.378032;0.160377;0.034367
X_6;X_3,X_4,X_5;0,1,2,3;3;0;2;0.254138;0.455420;0.199680;0.090763
X_6;X_3,X_4,X_5;0,1,2,3;3;0;3;0.227067;0.473204;0.227067;0.072662
X_6;X_3,X_4,X_5;0,1,2,3;3;1;0;0.437470;0.371270;0.157508;0.033752
X_6;X_3,X_4,X_5;0,1,2,3;3;1;1;0.306471;0.343276;0.240799;0.109454
X_6;X_3,X_4,X_5;0,1,2,3;3;1;2;0.226631;0.474215;0.226631;0.072522
X_6;X_3,X_4,X_5;0,1,2,3;3;1;3;0.195122;0.494458;0.230598;0.079822
X_6;X_3,X_4,X_5;0,1,2,3;3;2;0;0.304101;0.348355;0.238937;0.108608
X_6;X_3,X_4,X_5;0,1,2,3;3;2;1;0.276758;0.357921;0.276758;0.088563
X_6;X_3,X_4,X_5;0,1,2,3;3;2;2;0.090617;0.226543;0.456298;0.226543
X_6;X_3,X_4,X_5;0,1,2,3;3;2;3;0.088437;0.287421;0.358830;0.265312
X_6;X_3,X_4,X_5;0,1,2,3;3;3;0;0.223169;0.482248;0.223169;0.071414
X_6;X_3,X_4,X_5;0,1,2,3;3;3;1;0.242211;0.372453;0.286249;0.099086
X_6;X_3,X_4,X_5;0,1,2,3;3;3;2;0.087482;0.284317;0.365755;0.262446
X_6;X_3,X_4,X_5;0,1,2,3;3;3;3;0.044723;0.134168;0.313059;0.508050
