target_variable;parents;target_values;X_4(parent_1);A_4(parent_2);D_4(parent_3);X_4_t1=0;X_4_t1=1;X_4_t1=2;X_4_t1=3
X_4_t1;X_4,A_4,D_4;0,1,2,3;0;0;0;1.000000;0.000000;0.000000;0.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;0;0;1;1.000000;0.000000;0.000000;0.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;0;1;0;0.194615;0.610771;0.194615;0.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;0;1;1;0.965580;0.022947;0.011473;0.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;1;0;0;0.000000;1.000000;0.000000;0.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;1;0;1;0.431224;0.568776;0.000000;0.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;1;1;0;0.000000;0.084103;0.859828;0.056069
X_4_t1;X_4,A_4,D_4;0,1,2,3;1;1;1;0.184776;0.741313;0.073910;0.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;2;0;0;0.000000;0.000000;1.000000;0.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;2;0;1;0.119415;0.522342;0.358244;0.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;2;1;0;0.000000;0.000000;0.354121;0.645879
X_4_t1;X_4,A_4,D_4;0,1,2,3;2;1;1;0.000000;0.186715;0.738599;0.074686
X_4_t1;X_4,A_4,D_4;0,1,2,3;3;0;0;0.000000;0.000000;0.000000;1.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;3;0;1;0.000000;0.184984;0.568372;0.246645
X_4_t1;X_4,A_4,D_4;0,1,2,3;3;1;0;0.000000;0.000000;0.000000;1.000000
X_4_t1;X_4,A_4,D_4;0,1,2,3;3;1;1;0.000000;0.083178;0.625697;0.291124
