target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.928761;0.051450;0.015831;0.003958
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.916259;0.062806;0.016748;0.004187
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.890271;0.079803;0.024938;0.004988
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.587118;0.266653;0.103221;0.043009
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.693374;0.229970;0.061325;0.015331
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.664518;0.247965;0.072931;0.014586
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.566095;0.286377;0.112815;0.034712
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.409919;0.385822;0.158868;0.045391
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.681133;0.231903;0.072470;0.014494
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.583345;0.272101;0.102038;0.042516
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.427251;0.370603;0.157225;0.044922
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.514202;0.317977;0.132490;0.035331
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.429682;0.376410;0.148283;0.045625
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.539091;0.304374;0.121750;0.034786
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.287090;0.348528;0.253964;0.110419
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.207696;0.485275;0.225756;0.081272
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.916743;0.061347;0.017528;0.004382
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.679050;0.244533;0.061133;0.015283
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.587841;0.266186;0.103040;0.042933
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.552246;0.289723;0.122913;0.035118
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.890970;0.083070;0.020768;0.005192
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.434703;0.369174;0.138440;0.057683
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.420693;0.374846;0.159025;0.045436
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.516401;0.316538;0.131891;0.035171
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.572006;0.282476;0.111278;0.034239
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.405612;0.392521;0.157008;0.044859
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.283491;0.356693;0.250781;0.109035
X_7;X_3,X_4,X_5;0,1,2,3;1;2;3;0.253446;0.371896;0.275484;0.099174
X_7;X_3,X_4,X_5;0,1,2,3;1;3;0;0.410509;0.389286;0.155715;0.044490
X_7;X_3,X_4,X_5;0,1,2,3;1;3;1;0.237145;0.461864;0.209782;0.091210
X_7;X_3,X_4,X_5;0,1,2,3;1;3;2;0.206897;0.487255;0.224888;0.080960
X_7;X_3,X_4,X_5;0,1,2,3;1;3;3;0.219651;0.384978;0.296528;0.098843
X_7;X_3,X_4,X_5;0,1,2,3;2;0;0;0.906269;0.071414;0.017854;0.004463
X_7;X_3,X_4,X_5;0,1,2,3;2;0;1;0.580216;0.274145;0.102804;0.042835
X_7;X_3,X_4,X_5;0,1,2,3;2;0;2;0.563280;0.282583;0.119884;0.034253
X_7;X_3,X_4,X_5;0,1,2,3;2;0;3;0.506751;0.322854;0.134522;0.035873
X_7;X_3,X_4,X_5;0,1,2,3;2;1;0;0.435594;0.372508;0.146746;0.045153
X_7;X_3,X_4,X_5;0,1,2,3;2;1;1;0.407896;0.391012;0.156405;0.044687
X_7;X_3,X_4,X_5;0,1,2,3;2;1;2;0.234841;0.467092;0.207744;0.090323
X_7;X_3,X_4,X_5;0,1,2,3;2;1;3;0.207124;0.486692;0.225135;0.081049
X_7;X_3,X_4,X_5;0,1,2,3;2;2;0;0.407400;0.391340;0.156536;0.044725
X_7;X_3,X_4,X_5;0,1,2,3;2;2;1;0.286894;0.348970;0.253791;0.110344
X_7;X_3,X_4,X_5;0,1,2,3;2;2;2;0.252558;0.374095;0.274520;0.098827
X_7;X_3,X_4,X_5;0,1,2,3;2;2;3;0.177505;0.502986;0.239632;0.079877
X_7;X_3,X_4,X_5;0,1,2,3;2;3;0;0.284125;0.355254;0.251342;0.109279
X_7;X_3,X_4,X_5;0,1,2,3;2;3;1;0.205722;0.490167;0.223611;0.080500
X_7;X_3,X_4,X_5;0,1,2,3;2;3;2;0.080926;0.233785;0.469488;0.215802
X_7;X_3,X_4,X_5;0,1,2,3;2;3;3;0.063097;0.243375;0.486208;0.207320
X_7;X_3,X_4,X_5;0,1,2,3;3;0;0;0.432467;0.374572;0.147559;0.045403
X_7;X_3,X_4,X_5;0,1,2,3;3;0;1;0.537927;0.305143;0.122057;0.034873
X_7;X_3,X_4,X_5;0,1,2,3;3;0;2;0.285249;0.352704;0.252336;0.109711
X_7;X_3,X_4,X_5;0,1,2,3;3;0;3;0.252211;0.374955;0.274142;0.098691
X_7;X_3,X_4,X_5;0,1,2,3;3;1;0;0.530384;0.310124;0.124049;0.035443
X_7;X_3,X_4,X_5;0,1,2,3;3;1;1;0.236417;0.463516;0.209138;0.090930
X_7;X_3,X_4,X_5;0,1,2,3;3;1;2;0.254499;0.369286;0.276629;0.099586
X_7;X_3,X_4,X_5;0,1,2,3;3;1;3;0.221282;0.380409;0.298731;0.099577
X_7;X_3,X_4,X_5;0,1,2,3;3;2;0;0.286968;0.348803;0.253857;0.110372
X_7;X_3,X_4,X_5;0,1,2,3;3;2;1;0.255708;0.366289;0.277943;0.100060
X_7;X_3,X_4,X_5;0,1,2,3;3;2;2;0.081695;0.236008;0.464443;0.217854
X_7;X_3,X_4,X_5;0,1,2,3;3;2;3;0.062997;0.242988;0.487025;0.206990
X_7;X_3,X_4,X_5;0,1,2,3;3;3;0;0.254870;0.368365;0.277033;0.099732
X_7;X_3,X_4,X_5;0,1,2,3;3;3;1;0.220608;0.382297;0.297821;0.099274
X_7;X_3,X_4,X_5;0,1,2,3;3;3;2;0.077275;0.298062;0.370759;0.253904
X_7;X_3,X_4,X_5;0,1,2,3;3;3;3;0.055004;0.176013;0.396029;0.372954
