target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4=0;X_4=1;X_4=2;X_4=3
X_4;X_1,X_2;0,1,2,3;0;0;0.950000;0.040000;0.010000;0.000000
X_4;X_1,X_2;0,1,2,3;0;1;0.971730;0.018847;0.007539;0.001885
X_4;X_1,X_2;0,1,2,3;0;2;0.512797;0.304502;0.146161;0.036540
X_4;X_1,X_2;0,1,2,3;0;3;0.437079;0.337753;0.168876;0.056292
X_4;X_1,X_2;0,1,2,3;1;0;0.686877;0.234842;0.062625;0.015656
X_4;X_1,X_2;0,1,2,3;1;1;0.611404;0.259064;0.103626;0.025906
X_4;X_1,X_2;0,1,2,3;1;2;0.507617;0.268573;0.179048;0.044762
X_4;X_1,X_2;0,1,2,3;1;3;0.298972;0.377477;0.269626;0.053925
X_4;X_1,X_2;0,1,2,3;2;0;0.473282;0.351145;0.140458;0.035115
X_4;X_1,X_2;0,1,2,3;2;1;0.347641;0.380543;0.217453;0.054363
X_4;X_1,X_2;0,1,2,3;2;2;0.112724;0.225448;0.436380;0.225448
X_4;X_1,X_2;0,1,2,3;2;3;0.043955;0.131866;0.516491;0.307688
X_4;X_1,X_2;0,1,2,3;3;0;0.453951;0.318528;0.182016;0.045504
X_4;X_1,X_2;0,1,2,3;3;1;0.255380;0.319123;0.319123;0.106374
X_4;X_1,X_2;0,1,2,3;3;2;0.055139;0.110278;0.441112;0.393471
X_4;X_1,X_2;0,1,2,3;3;3;0.000000;0.066945;0.334726;0.598328
