target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.969582;0.024334;0.004056;0.002028
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.721057;0.229718;0.032817;0.016408
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.690441;0.232170;0.061912;0.015478
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.623876;0.250749;0.083583;0.041792
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.931380;0.057184;0.007624;0.003812
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.683110;0.253512;0.047534;0.015845
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.609366;0.265963;0.091425;0.033245
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.568744;0.284629;0.103501;0.043126
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.683985;0.252812;0.047402;0.015801
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.630691;0.246206;0.082069;0.041034
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.442249;0.371834;0.151057;0.034859
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.544541;0.306559;0.122624;0.026276
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.601335;0.271431;0.101787;0.025447
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.433012;0.374212;0.158757;0.034019
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.305456;0.345451;0.240001;0.109091
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.273528;0.365414;0.273528;0.087529
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.715708;0.234123;0.033446;0.016723
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.909321;0.068010;0.018136;0.004534
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.474846;0.350103;0.116701;0.058350
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.597444;0.268371;0.109026;0.025160
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.911651;0.066261;0.017670;0.004417
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.480721;0.346186;0.115395;0.057698
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.454239;0.363841;0.147810;0.034110
