target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4=0;X_4=1;X_4=2;X_4=3
X_4;X_1,X_2;0,1,2,3;0;0;0.859236;0.112611;0.028153;0.000000
X_4;X_1,X_2;0,1,2,3;0;1;0.930205;0.046530;0.018612;0.004653
X_4;X_1,X_2;0,1,2,3;0;2;0.659217;0.212989;0.102235;0.025559
X_4;X_1,X_2;0,1,2,3;0;3;0.539541;0.276275;0.138138;0.046046
X_4;X_1,X_2;0,1,2,3;1;0;0.874923;0.093808;0.025015;0.006254
X_4;X_1,X_2;0,1,2,3;1;1;0.631334;0.245777;0.098311;0.024578
X_4;X_1,X_2;0,1,2,3;1;2;0.491995;0.277093;0.184729;0.046182
X_4;X_1,X_2;0,1,2,3;1;3;0.379955;0.333870;0.238479;0.047696
X_4;X_1,X_2;0,1,2,3;2;0;0.502600;0.331600;0.132640;0.033160
X_4;X_1,X_2;0,1,2,3;2;1;0.369195;0.367969;0.210268;0.052567
X_4;X_1,X_2;0,1,2,3;2;2;0.090022;0.180044;0.549891;0.180044
X_4;X_1,X_2;0,1,2,3;2;3;0.046634;0.139902;0.487025;0.326439
X_4;X_1,X_2;0,1,2,3;3;0;0.364428;0.370750;0.211857;0.052964
X_4;X_1,X_2;0,1,2,3;3;1;0.324391;0.289547;0.289547;0.096516
X_4;X_1,X_2;0,1,2,3;3;2;0.053421;0.106842;0.427368;0.412369
X_4;X_1,X_2;0,1,2,3;3;3;0.000000;0.061398;0.306990;0.631612
