target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4=0;X_4=1;X_4=2;X_4=3
X_4;X_1,X_2;0,1,2,3;0;0;0.950000;0.040000;0.010000;0.000000
X_4;X_1,X_2;0,1,2,3;0;1;0.928397;0.047735;0.019094;0.004774
X_4;X_1,X_2;0,1,2,3;0;2;0.550188;0.281133;0.134944;0.033736
X_4;X_1,X_2;0,1,2,3;0;3;0.543939;0.273636;0.136818;0.045606
X_4;X_1,X_2;0,1,2,3;1;0;0.860704;0.104472;0.027859;0.006965
X_4;X_1,X_2;0,1,2,3;1;1;0.763024;0.157984;0.063194;0.015798
X_4;X_1,X_2;0,1,2,3;1;2;0.407147;0.323374;0.215583;0.053896
X_4;X_1,X_2;0,1,2,3;1;3;0.383483;0.331971;0.237122;0.047424
X_4;X_1,X_2;0,1,2,3;2;0;0.497846;0.334769;0.133908;0.033477
X_4;X_1,X_2;0,1,2,3;2;1;0.439809;0.326778;0.186730;0.046683
X_4;X_1,X_2;0,1,2,3;2;2;0.107741;0.215483;0.461294;0.215483
X_4;X_1,X_2;0,1,2,3;2;3;0.053081;0.159244;0.416104;0.371570
X_4;X_1,X_2;0,1,2,3;3;0;0.364335;0.370804;0.211888;0.052972
X_4;X_1,X_2;0,1,2,3;3;1;0.277099;0.309815;0.309815;0.103272
X_4;X_1,X_2;0,1,2,3;3;2;0.053599;0.107199;0.428794;0.410408
X_4;X_1,X_2;0,1,2,3;3;3;0.000000;0.060094;0.300472;0.639434
