target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.818171;0.130917;0.036366;0.014546
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.797426;0.150055;0.045016;0.007503
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.788636;0.158523;0.052841;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.597988;0.268008;0.107203;0.026801
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.681541;0.232720;0.073490;0.012248
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.660000;0.242857;0.085000;0.012143
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.484954;0.339711;0.142460;0.032875
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.546042;0.290533;0.136187;0.027237
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.666787;0.246824;0.074047;0.012341
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.769252;0.169215;0.053841;0.007692
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.521030;0.322384;0.128954;0.027633
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.409658;0.386405;0.171736;0.032200
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.588373;0.277401;0.116329;0.017897
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.480088;0.346608;0.151641;0.021663
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.379482;0.395848;0.192575;0.032096
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.363693;0.402994;0.201497;0.031815
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.649066;0.250667;0.087733;0.012533
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.763209;0.165754;0.063144;0.007893
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.567963;0.288025;0.117010;0.027002
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.549146;0.297564;0.126239;0.027051
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.640158;0.260575;0.086858;0.012408
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.624049;0.258467;0.093988;0.023497
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.536236;0.309176;0.136401;0.018187
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.419040;0.376548;0.172136;0.032276
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.549307;0.303528;0.128769;0.018396
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.432252;0.371220;0.163774;0.032755
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.294738;0.378945;0.242106;0.084211
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.232399;0.460835;0.232399;0.074368
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.405354;0.382272;0.180518;0.031856
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.375227;0.391807;0.201198;0.031768
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.235489;0.389869;0.278305;0.096336
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.178198;0.474785;0.262607;0.084410
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.761661;0.166837;0.063557;0.007945
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.617558;0.262929;0.107562;0.011951
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;2;0.547050;0.298947;0.126826;0.027177
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;3;0.432080;0.364326;0.171448;0.032146
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;0;0.617188;0.266808;0.104403;0.011600
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;1;0.707371;0.200660;0.083608;0.008361
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;2;0.496706;0.326209;0.149124;0.027961
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;3;0.471912;0.333529;0.166765;0.027794
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;0;0.484916;0.337146;0.149842;0.028095
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;1;0.455899;0.347099;0.168859;0.028143
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;2;0.264600;0.386129;0.264600;0.084672
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;3;0.206344;0.465382;0.243861;0.084413
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;0;0.353586;0.402684;0.211939;0.031791
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;1;0.381340;0.353841;0.233041;0.031778
