target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.846815;0.110633;0.034041;0.008510
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.770999;0.171750;0.045800;0.011450
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.756636;0.176992;0.055310;0.011062
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.502246;0.321466;0.124438;0.051849
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.836921;0.122309;0.032616;0.008154
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.737046;0.194358;0.057164;0.011433
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.486962;0.338605;0.133390;0.041043
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.500608;0.326525;0.134452;0.038415
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.748327;0.183035;0.057198;0.011440
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.491034;0.332386;0.124645;0.051935
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.508116;0.318278;0.135027;0.038579
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.463266;0.351317;0.146382;0.039035
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.524265;0.313985;0.123691;0.038059
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.486723;0.338956;0.135582;0.038738
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.251024;0.430368;0.222060;0.096548
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.222268;0.449163;0.241595;0.086974
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.839038;0.118604;0.033887;0.008472
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.763847;0.179926;0.044982;0.011245
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.506938;0.318436;0.123266;0.051361
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.514361;0.314237;0.133313;0.038089
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.813842;0.141834;0.035459;0.008865
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.530703;0.306480;0.114930;0.047887
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.471884;0.341722;0.144973;0.041421
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.461992;0.352150;0.146729;0.039128
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.478956;0.343889;0.135471;0.041683
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.482387;0.341820;0.136728;0.039065
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.253578;0.424573;0.224319;0.097530
X_7;X_3,X_4,X_5;0,1,2,3;1;2;3;0.235127;0.417294;0.255573;0.092006
