target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.717722;0.203240;0.056456;0.022582
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.705631;0.218051;0.065415;0.010903
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.690957;0.231782;0.077261;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.524566;0.316956;0.126782;0.031696
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.770102;0.168002;0.053053;0.008842
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.753590;0.176007;0.061603;0.008800
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.545289;0.299916;0.125771;0.029024
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.485128;0.329518;0.154462;0.030892
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.764134;0.174715;0.052415;0.008736
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.678353;0.235874;0.075051;0.010722
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.498037;0.337860;0.135144;0.028959
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.471569;0.345882;0.153725;0.028824
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.521903;0.322196;0.135114;0.020787
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.495726;0.336183;0.147080;0.021011
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.430903;0.363045;0.176616;0.029436
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.419745;0.367495;0.183747;0.029013
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.748563;0.179598;0.062859;0.008980
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.730294;0.188794;0.071922;0.008990
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.495498;0.336335;0.136636;0.031531
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.479484;0.343541;0.145744;0.031231
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.675261;0.235156;0.078385;0.011198
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.653497;0.238220;0.086626;0.021656
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.475535;0.349643;0.154254;0.020567
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.437242;0.364750;0.166743;0.031264
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.489249;0.343975;0.145929;0.020847
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.466162;0.349048;0.153992;0.030798
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.273130;0.424476;0.224357;0.078037
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.245262;0.430992;0.245262;0.078484
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.423311;0.370728;0.175066;0.030894
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.421577;0.362740;0.186272;0.029411
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.212389;0.449720;0.251005;0.086886
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.184813;0.455288;0.272356;0.087543
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.720402;0.195719;0.074560;0.009320
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.658550;0.234747;0.096033;0.010670
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;2;0.522979;0.314834;0.133566;0.028621
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;3;0.449173;0.353360;0.166287;0.031179
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;0;0.696204;0.211736;0.082853;0.009206
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;1;0.633305;0.251448;0.104770;0.010477
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;2;0.438860;0.363702;0.166264;0.031174
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;3;0.411554;0.371650;0.185825;0.030971
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;0;0.463147;0.351395;0.156175;0.029283
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;1;0.404113;0.380135;0.184930;0.030822
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;2;0.256255;0.405489;0.256255;0.082001
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;3;0.212193;0.450227;0.250774;0.086806
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;0;0.373466;0.390300;0.205421;0.030813
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;1;0.351950;0.403641;0.215080;0.029329
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;2;0.145931;0.396817;0.340506;0.116745
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;3;0.122384;0.377881;0.367152;0.132583
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;0;0.666594;0.228621;0.085733;0.019052
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;1;0.636133;0.239386;0.095754;0.028726
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;2;0.498602;0.337479;0.134992;0.028927
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;3;0.466743;0.349041;0.155129;0.029087
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;0;0.627872;0.241883;0.102335;0.027910
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;1;0.588482;0.258395;0.124413;0.028711
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;2;0.289525;0.389930;0.237824;0.082721
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;3;0.242721;0.436887;0.242721;0.077671
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;0;0.228272;0.408569;0.269776;0.093384
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;1;0.194095;0.427932;0.286034;0.091940
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;2;0.102129;0.255322;0.387227;0.255322
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;3;0.077210;0.250933;0.440226;0.231631
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;0;0.153995;0.470642;0.288741;0.086622
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;1;0.124627;0.482317;0.306775;0.086280
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;2;0.051241;0.153724;0.358690;0.436344
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;3;0.048725;0.116941;0.370314;0.464020
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;0;0.717297;0.206591;0.065239;0.010873
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;1;0.686777;0.223731;0.078306;0.011187
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;2;0.544167;0.300656;0.126081;0.029096
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;3;0.483867;0.330325;0.154840;0.030968
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;1;0;0.699049;0.222926;0.066878;0.011146
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;1;1;0.733089;0.195735;0.062279;0.008897
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;1;2;0.523286;0.311323;0.136204;0.029187
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;1;3;0.492147;0.322291;0.156262;0.029299
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;2;0;0.534919;0.310054;0.135649;0.019378
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;2;1;0.481981;0.341893;0.155406;0.020721
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;2;2;0.384807;0.389622;0.194811;0.030760
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;2;3;0.391209;0.372006;0.205900;0.030885
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;3;0;0.412375;0.381441;0.185566;0.020618
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;3;1;0.428458;0.368112;0.184056;0.019374
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;3;2;0.238254;0.409543;0.258972;0.093230
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;3;3;0.192744;0.460316;0.260205;0.086735
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;0;0;0.681842;0.230390;0.076797;0.010971
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;0;1;0.720752;0.198176;0.072064;0.009008
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;0;2;0.469278;0.353815;0.156095;0.020813
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;0;3;0.444921;0.359774;0.164468;0.030838
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;1;0;0.712776;0.197467;0.071806;0.017952
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;1;1;0.667390;0.228075;0.095031;0.009503
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;1;2;0.435582;0.369437;0.164194;0.030786
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;1;3;0.407553;0.377940;0.183863;0.030644
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;2;0;0.456974;0.349088;0.164847;0.029091
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;2;1;0.428538;0.358375;0.184030;0.029057
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;2;2;0.226088;0.414227;0.267195;0.092490
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;2;3;0.195236;0.424566;0.287717;0.092480
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;3;0;0.205075;0.425790;0.276851;0.092284
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;3;1;0.165464;0.464674;0.282263;0.087599
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;1;3;2;0.086985;0.251289;0.429767;0.231959
