target_variable;parents;target_values;X_5(parent_1);A_5(parent_2);D_5(parent_3);X_5_t1=0;X_5_t1=1;X_5_t1=2;X_5_t1=3
X_5_t1;X_5,A_5,D_5;0,1,2,3;0;0;0;1.000000;0.000000;0.000000;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;0;0;1;1.000000;0.000000;0.000000;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;0;1;0;0.100481;0.598075;0.301444;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;0;1;1;0.810969;0.141773;0.047258;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;1;0;0;0.000000;1.000000;0.000000;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;1;0;1;0.394448;0.605552;0.000000;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;1;1;0;0.000000;0.106485;0.787031;0.106485
X_5_t1;X_5,A_5,D_5;0,1,2,3;1;1;1;0.188742;0.716887;0.094371;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;2;0;0;0.000000;0.000000;1.000000;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;2;0;1;0.048756;0.512437;0.438807;0.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;2;1;0;0.000000;0.000000;0.218861;0.781139
X_5_t1;X_5,A_5,D_5;0,1,2,3;2;1;1;0.000000;0.190595;0.761756;0.047649
X_5_t1;X_5,A_5,D_5;0,1,2,3;3;0;0;0.000000;0.000000;0.000000;1.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;3;0;1;0.000000;0.098828;0.703515;0.197656
X_5_t1;X_5,A_5,D_5;0,1,2,3;3;1;0;0.000000;0.000000;0.000000;1.000000
X_5_t1;X_5,A_5,D_5;0,1,2,3;3;1;1;0.000000;0.051809;0.585529;0.362662
