target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.863033;0.109574;0.018262;0.009131
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.830691;0.139431;0.019919;0.009959
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.797045;0.152216;0.040591;0.010148
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.557567;0.294956;0.098319;0.049159
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.833721;0.138566;0.018475;0.009238
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.801895;0.158484;0.029716;0.009905
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.527850;0.321464;0.110503;0.040183
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.495959;0.332667;0.120970;0.050404
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.811165;0.151068;0.028325;0.009442
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.556150;0.295900;0.098633;0.049317
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.532159;0.311894;0.126707;0.029240
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.480471;0.349683;0.139873;0.029973
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.542618;0.311409;0.116778;0.029195
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.510578;0.323018;0.137038;0.029365
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.280960;0.397943;0.220754;0.100343
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.250470;0.418911;0.250470;0.080150
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.843061;0.129244;0.018463;0.009232
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.812624;0.140532;0.037475;0.009369
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.561195;0.292537;0.097512;0.048756
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.509141;0.327240;0.132941;0.030679
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.806146;0.145390;0.038771;0.009693
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.547004;0.301997;0.100666;0.050333
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.519321;0.320453;0.130184;0.030042
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.471043;0.356029;0.142412;0.030517
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.519721;0.326998;0.122624;0.030656
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.498796;0.330794;0.140337;0.030072
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.277031;0.406363;0.217667;0.098940
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.252038;0.415273;0.252038;0.080652
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.493910;0.334019;0.141705;0.030365
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.275642;0.409338;0.216576;0.098444
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.246396;0.428360;0.246396;0.078847
