target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.771966;0.164185;0.045607;0.018243
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.754589;0.181786;0.054536;0.009089
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.739088;0.195684;0.065228;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.532576;0.311616;0.124646;0.031162
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.708311;0.213157;0.067313;0.011219
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.744662;0.182384;0.063834;0.009119
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.554078;0.294119;0.123340;0.028463
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.521491;0.306246;0.143553;0.028711
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.761433;0.176716;0.053015;0.008836
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.681229;0.233765;0.074380;0.010626
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.460520;0.363111;0.145245;0.031124
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.429281;0.373561;0.166027;0.031130
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.513835;0.327633;0.137395;0.021138
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.544175;0.303883;0.132949;0.018993
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.440608;0.356854;0.173604;0.028934
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.380650;0.392255;0.196127;0.030967
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.746996;0.180717;0.063251;0.009036
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.677445;0.225788;0.086015;0.010752
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.542963;0.304692;0.123781;0.028565
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.475737;0.346013;0.146794;0.031456
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.730738;0.194983;0.064994;0.009285
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.707069;0.201390;0.073233;0.018308
