target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.889066;0.088748;0.014791;0.007396
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.854959;0.119445;0.017064;0.008532
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.831550;0.126337;0.033690;0.008422
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.535045;0.309970;0.103323;0.051662
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.796539;0.169551;0.022607;0.011303
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.833883;0.132894;0.024918;0.008306
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.515970;0.329553;0.113284;0.041194
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.522755;0.314982;0.114539;0.047725
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.829514;0.136389;0.025573;0.008524
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.531079;0.312614;0.104205;0.052102
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.506048;0.329301;0.133779;0.030872
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.465488;0.359768;0.143907;0.030837
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.510840;0.333045;0.124892;0.031223
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.477135;0.345091;0.146402;0.031372
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.287098;0.384791;0.225577;0.102535
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.243400;0.435313;0.243400;0.077888
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.792527;0.170860;0.024409;0.012204
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.835340;0.123495;0.032932;0.008233
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.567138;0.288575;0.096192;0.048096
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.501938;0.332041;0.134892;0.031129
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.774519;0.169110;0.045096;0.011274
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.568702;0.287532;0.095844;0.047922
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.498674;0.334217;0.135776;0.031333
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.493609;0.340840;0.136336;0.029215
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.546709;0.308623;0.115734;0.028933
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.517148;0.318683;0.135199;0.028971
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.286122;0.386881;0.224810;0.102187
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.241772;0.439088;0.241772;0.077367
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.480930;0.342586;0.145340;0.031144
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.273780;0.413329;0.215113;0.097779
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.243925;0.434095;0.243925;0.078056
X_6;X_3,X_4,X_5;0,1,2,3;1;3;3;0.211989;0.450756;0.250532;0.086723
X_6;X_3,X_4,X_5;0,1,2,3;2;0;0;0.772888;0.170334;0.045422;0.011356
X_6;X_3,X_4,X_5;0,1,2,3;2;0;1;0.525544;0.316304;0.105435;0.052717
X_6;X_3,X_4,X_5;0,1,2,3;2;0;2;0.539761;0.306826;0.124648;0.028765
X_6;X_3,X_4,X_5;0,1,2,3;2;0;3;0.503149;0.334419;0.133768;0.028664
X_6;X_3,X_4,X_5;0,1,2,3;2;1;0;0.512695;0.331782;0.124418;0.031105
X_6;X_3,X_4,X_5;0,1,2,3;2;1;1;0.480179;0.343082;0.145550;0.031189
X_6;X_3,X_4,X_5;0,1,2,3;2;1;2;0.284988;0.389311;0.223919;0.101782
X_6;X_3,X_4,X_5;0,1,2,3;2;1;3;0.254559;0.409424;0.254559;0.081459
X_6;X_3,X_4,X_5;0,1,2,3;2;2;0;0.476692;0.345383;0.146526;0.031398
X_6;X_3,X_4,X_5;0,1,2,3;2;2;1;0.273589;0.413737;0.214963;0.097711
X_6;X_3,X_4,X_5;0,1,2,3;2;2;2;0.257629;0.402300;0.257629;0.082441
X_6;X_3,X_4,X_5;0,1,2,3;2;2;3;0.225117;0.416743;0.266047;0.092093
X_6;X_3,X_4,X_5;0,1,2,3;2;3;0;0.275279;0.410116;0.216291;0.098314
X_6;X_3,X_4,X_5;0,1,2,3;2;3;1;0.244372;0.433058;0.244372;0.078199
X_6;X_3,X_4,X_5;0,1,2,3;2;3;2;0.096960;0.242399;0.418242;0.242399
X_6;X_3,X_4,X_5;0,1,2,3;2;3;3;0.078171;0.254055;0.433262;0.234512
X_6;X_3,X_4,X_5;0,1,2,3;3;0;0;0.547462;0.308111;0.115542;0.028885
X_6;X_3,X_4,X_5;0,1,2,3;3;0;1;0.512807;0.321547;0.136414;0.029232
X_6;X_3,X_4,X_5;0,1,2,3;3;0;2;0.289303;0.380064;0.227310;0.103323
X_6;X_3,X_4,X_5;0,1,2,3;3;0;3;0.244362;0.433081;0.244362;0.078196
X_6;X_3,X_4,X_5;0,1,2,3;3;1;0;0.522024;0.315464;0.133833;0.028679
X_6;X_3,X_4,X_5;0,1,2,3;3;1;1;0.285198;0.388862;0.224084;0.101856
X_6;X_3,X_4,X_5;0,1,2,3;3;1;2;0.258323;0.400692;0.258323;0.082663
X_6;X_3,X_4,X_5;0,1,2,3;3;1;3;0.226384;0.413459;0.267545;0.092612
X_6;X_3,X_4,X_5;0,1,2,3;3;2;0;0.271764;0.417649;0.213529;0.097058
X_6;X_3,X_4,X_5;0,1,2,3;3;2;1;0.257821;0.401855;0.257821;0.082503
X_6;X_3,X_4,X_5;0,1,2,3;3;2;2;0.103207;0.258018;0.380756;0.258018
X_6;X_3,X_4,X_5;0,1,2,3;3;2;3;0.077312;0.251265;0.439486;0.231937
X_6;X_3,X_4,X_5;0,1,2,3;3;3;0;0.255738;0.406687;0.255738;0.081836
X_6;X_3,X_4,X_5;0,1,2,3;3;3;1;0.227101;0.411603;0.268392;0.092905
X_6;X_3,X_4,X_5;0,1,2,3;3;3;2;0.082579;0.268381;0.401303;0.247737
X_6;X_3,X_4,X_5;0,1,2,3;3;3;3;0.051411;0.154234;0.359879;0.434476
