target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4=0;X_4=1;X_4=2;X_4=3
X_4;X_1,X_2;0,1,2,3;0;0;0.908251;0.073399;0.018350;0.000000
X_4;X_1,X_2;0,1,2,3;0;1;0.815274;0.123150;0.049260;0.012315
X_4;X_1,X_2;0,1,2,3;0;2;0.619143;0.238036;0.114257;0.028564
X_4;X_1,X_2;0,1,2,3;0;3;0.518267;0.289040;0.144520;0.048173
X_4;X_1,X_2;0,1,2,3;1;0;0.821180;0.134115;0.035764;0.008941
X_4;X_1,X_2;0,1,2,3;1;1;0.728560;0.180960;0.072384;0.018096
X_4;X_1,X_2;0,1,2,3;1;2;0.438616;0.306210;0.204140;0.051035
X_4;X_1,X_2;0,1,2,3;1;3;0.336239;0.357410;0.255293;0.051059
X_4;X_1,X_2;0,1,2,3;2;0;0.571316;0.285790;0.114316;0.028579
X_4;X_1,X_2;0,1,2,3;2;1;0.386312;0.357985;0.204563;0.051141
X_4;X_1,X_2;0,1,2,3;2;2;0.103739;0.207479;0.481303;0.207479
X_4;X_1,X_2;0,1,2,3;2;3;0.051493;0.154480;0.433573;0.360454
X_4;X_1,X_2;0,1,2,3;3;0;0.418028;0.339484;0.193991;0.048498
X_4;X_1,X_2;0,1,2,3;3;1;0.288597;0.304887;0.304887;0.101629
X_4;X_1,X_2;0,1,2,3;3;2;0.048650;0.097299;0.389197;0.464854
X_4;X_1,X_2;0,1,2,3;3;3;0.000000;0.054136;0.270680;0.675183
