target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.859792;0.101261;0.031157;0.007789
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.822470;0.133148;0.035506;0.008877
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.802263;0.143808;0.044940;0.008988
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.533056;0.301568;0.116736;0.048640
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.778363;0.166228;0.044327;0.011082
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.747739;0.186454;0.054839;0.010968
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.475591;0.346110;0.136346;0.041953
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.503961;0.324333;0.133549;0.038157
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.808767;0.139078;0.043462;0.008692
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.495558;0.329432;0.123537;0.051474
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.503505;0.321261;0.136293;0.038941
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.430884;0.372512;0.155213;0.041390
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.522583;0.315095;0.124128;0.038193
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.483749;0.340920;0.136368;0.038962
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.251555;0.429163;0.222530;0.096752
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.234827;0.418038;0.255246;0.091889
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.842738;0.115877;0.033108;0.008277
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.821347;0.136117;0.034029;0.008507
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.535685;0.299870;0.116079;0.048366
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.471435;0.342013;0.145096;0.041456
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.754451;0.187085;0.046771;0.011693
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.531051;0.306252;0.114845;0.047852
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.468885;0.343663;0.145796;0.041656
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.469367;0.347323;0.144718;0.038591
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.521232;0.315987;0.124480;0.038301
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.453082;0.361173;0.144469;0.041277
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.268380;0.390983;0.237413;0.103223
X_7;X_3,X_4,X_5;0,1,2,3;1;2;3;0.234926;0.417791;0.255355;0.091928
X_7;X_3,X_4,X_5;0,1,2,3;1;3;0;0.455135;0.359816;0.143927;0.041122
X_7;X_3,X_4,X_5;0,1,2,3;1;3;1;0.268077;0.391672;0.237145;0.103106
X_7;X_3,X_4,X_5;0,1,2,3;1;3;2;0.224701;0.443133;0.244240;0.087926
X_7;X_3,X_4,X_5;0,1,2,3;1;3;3;0.194677;0.454904;0.262814;0.087605
X_7;X_3,X_4,X_5;0,1,2,3;2;0;0;0.818889;0.137989;0.034497;0.008624
X_7;X_3,X_4,X_5;0,1,2,3;2;0;1;0.528562;0.307878;0.115454;0.048106
X_7;X_3,X_4,X_5;0,1,2,3;2;0;2;0.505249;0.320133;0.135814;0.038804
X_7;X_3,X_4,X_5;0,1,2,3;2;0;3;0.465929;0.349574;0.145656;0.038842
X_7;X_3,X_4,X_5;0,1,2,3;2;1;0;0.521287;0.315950;0.124465;0.038297
X_7;X_3,X_4,X_5;0,1,2,3;2;1;1;0.454293;0.360373;0.144149;0.041185
X_7;X_3,X_4,X_5;0,1,2,3;2;1;2;0.265658;0.397160;0.235006;0.102176
X_7;X_3,X_4,X_5;0,1,2,3;2;1;3;0.223468;0.446188;0.242900;0.087444
X_7;X_3,X_4,X_5;0,1,2,3;2;2;0;0.490047;0.336761;0.134705;0.038487
X_7;X_3,X_4,X_5;0,1,2,3;2;2;1;0.254260;0.423025;0.224922;0.097792
X_7;X_3,X_4,X_5;0,1,2,3;2;2;2;0.235851;0.415500;0.256360;0.092290
X_7;X_3,X_4,X_5;0,1,2,3;2;2;3;0.196024;0.451132;0.264633;0.088211
X_7;X_3,X_4,X_5;0,1,2,3;2;3;0;0.254328;0.422872;0.224982;0.097818
X_7;X_3,X_4,X_5;0,1,2,3;2;3;1;0.225446;0.441286;0.245050;0.088218
X_7;X_3,X_4,X_5;0,1,2,3;2;3;2;0.088133;0.254606;0.422240;0.235021
X_7;X_3,X_4,X_5;0,1,2,3;2;3;3;0.071436;0.275540;0.418305;0.234719
X_7;X_3,X_4,X_5;0,1,2,3;3;0;0;0.480735;0.342715;0.135009;0.041541
X_7;X_3,X_4,X_5;0,1,2,3;3;0;1;0.447422;0.364910;0.145964;0.041704
X_7;X_3,X_4,X_5;0,1,2,3;3;0;2;0.252019;0.428110;0.222940;0.096931
X_7;X_3,X_4,X_5;0,1,2,3;3;0;3;0.237123;0.412347;0.257743;0.092787
X_7;X_3,X_4,X_5;0,1,2,3;3;1;0;0.452368;0.361644;0.144658;0.041331
X_7;X_3,X_4,X_5;0,1,2,3;3;1;1;0.254311;0.422910;0.224967;0.097812
X_7;X_3,X_4,X_5;0,1,2,3;3;1;2;0.221418;0.451270;0.240671;0.086642
X_7;X_3,X_4,X_5;0,1,2,3;3;1;3;0.192952;0.459735;0.260485;0.086828
X_7;X_3,X_4,X_5;0,1,2,3;3;2;0;0.251832;0.428536;0.222774;0.096858
X_7;X_3,X_4,X_5;0,1,2,3;3;2;1;0.223386;0.446391;0.242811;0.087412
X_7;X_3,X_4,X_5;0,1,2,3;3;2;2;0.093062;0.268845;0.389928;0.248165
X_7;X_3,X_4,X_5;0,1,2,3;3;2;3;0.067511;0.260400;0.450267;0.221822
X_7;X_3,X_4,X_5;0,1,2,3;3;3;0;0.223757;0.445473;0.243214;0.087557
X_7;X_3,X_4,X_5;0,1,2,3;3;3;1;0.205044;0.425877;0.276809;0.092270
X_7;X_3,X_4,X_5;0,1,2,3;3;3;2;0.068163;0.262915;0.444958;0.223964
X_7;X_3,X_4,X_5;0,1,2,3;3;3;3;0.048180;0.154175;0.346893;0.450753
