target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.784342;0.155274;0.043132;0.017253
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.762861;0.175658;0.052697;0.008783
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.750387;0.187210;0.062403;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.576683;0.282211;0.112884;0.028221
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.759968;0.175408;0.055392;0.009232
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.700871;0.213664;0.074782;0.010683
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.509532;0.323500;0.135661;0.031306
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.485799;0.329088;0.154260;0.030852
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.702553;0.220331;0.066099;0.011017
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.675044;0.238301;0.075823;0.010832
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.460064;0.363418;0.145367;0.031150
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.433241;0.370970;0.164875;0.030914
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.556360;0.298975;0.125376;0.019289
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.502601;0.331599;0.145075;0.020725
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.401091;0.382062;0.185868;0.030978
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.382455;0.391112;0.195556;0.030877
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.738077;0.187088;0.065481;0.009354
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.725531;0.192128;0.073192;0.009149
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.540843;0.306105;0.124355;0.028697
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.516748;0.318946;0.135311;0.028995
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.744474;0.185036;0.061679;0.008811
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.647682;0.242219;0.088080;0.022020
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.469623;0.353584;0.155993;0.020799
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.482642;0.335325;0.153291;0.028742
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.492065;0.342079;0.145124;0.020732
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.464710;0.349998;0.154411;0.030882
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.274116;0.422398;0.225167;0.078319
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.242761;0.436794;0.242761;0.077684
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.428941;0.367109;0.173357;0.030592
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.425353;0.360372;0.185056;0.029219
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.228236;0.408661;0.269734;0.093369
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.185938;0.451972;0.274014;0.088076
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.666516;0.233439;0.088929;0.011116
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.710972;0.198707;0.081289;0.009032
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;2;0.514825;0.320215;0.135849;0.029110
