target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4=0;X_4=1;X_4=2;X_4=3
X_4;X_1,X_2;0,1,2,3;0;0;0.965690;0.027448;0.006862;0.000000
X_4;X_1,X_2;0,1,2,3;0;1;0.844029;0.103981;0.041592;0.010398
X_4;X_1,X_2;0,1,2,3;0;2;0.594697;0.253314;0.121591;0.030398
X_4;X_1,X_2;0,1,2,3;0;3;0.503352;0.297989;0.148994;0.049665
X_4;X_1,X_2;0,1,2,3;1;0;0.813020;0.140235;0.037396;0.009349
X_4;X_1,X_2;0,1,2,3;1;1;0.687268;0.208488;0.083395;0.020849
X_4;X_1,X_2;0,1,2,3;1;2;0.446572;0.301870;0.201247;0.050312
X_4;X_1,X_2;0,1,2,3;1;3;0.346266;0.352010;0.251436;0.050287
X_4;X_1,X_2;0,1,2,3;2;0;0.542140;0.305240;0.122096;0.030524
X_4;X_1,X_2;0,1,2,3;2;1;0.394030;0.353482;0.201990;0.050497
X_4;X_1,X_2;0,1,2,3;2;2;0.100425;0.200850;0.497875;0.200850
X_4;X_1,X_2;0,1,2,3;2;3;0.050883;0.152649;0.440288;0.356180
X_4;X_1,X_2;0,1,2,3;3;0;0.392850;0.354171;0.202383;0.050596
X_4;X_1,X_2;0,1,2,3;3;1;0.293812;0.302652;0.302652;0.100884
X_4;X_1,X_2;0,1,2,3;3;2;0.050129;0.100258;0.401033;0.448580
X_4;X_1,X_2;0,1,2,3;3;3;0.000000;0.049545;0.247726;0.702728
