target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.868663;0.105070;0.017512;0.008756
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.818171;0.149741;0.021392;0.010696
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.780106;0.164921;0.043979;0.010995
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.552923;0.298051;0.099350;0.049675
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.838990;0.134175;0.017890;0.008945
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.817384;0.146093;0.027392;0.009131
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.534153;0.317173;0.109028;0.039647
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.495141;0.333207;0.121166;0.050486
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.817145;0.146284;0.027428;0.009143
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.540322;0.306452;0.102151;0.051075
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.516217;0.322522;0.131025;0.030236
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.471422;0.355774;0.142309;0.030495
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.531723;0.318827;0.119560;0.029890
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.498318;0.331110;0.140471;0.030101
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.276699;0.407074;0.217406;0.098821
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.252704;0.413728;0.252704;0.080865
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.814349;0.152889;0.021841;0.010921
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.795082;0.153688;0.040984;0.010246
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.560516;0.292989;0.097663;0.048832
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.507715;0.328190;0.133327;0.030768
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.789035;0.158224;0.042193;0.010548
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.545570;0.302953;0.100984;0.050492
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.523249;0.317834;0.129120;0.029797
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.475518;0.353017;0.141207;0.030259
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.529261;0.320503;0.120189;0.030047
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.488996;0.337263;0.143081;0.030660
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.278278;0.403691;0.218647;0.099385
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.254381;0.409836;0.254381;0.081402
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.502285;0.328492;0.139360;0.029863
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.277887;0.404528;0.218340;0.099245
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.252436;0.414349;0.252436;0.080779
X_6;X_3,X_4,X_5;0,1,2,3;1;3;3;0.224142;0.419270;0.264895;0.091694
X_6;X_3,X_4,X_5;0,1,2,3;2;0;0;0.781032;0.164226;0.043794;0.010948
X_6;X_3,X_4,X_5;0,1,2,3;2;0;1;0.548303;0.301132;0.100377;0.050189
X_6;X_3,X_4,X_5;0,1,2,3;2;0;2;0.530546;0.312970;0.127144;0.029341
X_6;X_3,X_4,X_5;0,1,2,3;2;0;3;0.472805;0.354843;0.141937;0.030415
X_6;X_3,X_4,X_5;0,1,2,3;2;1;0;0.535855;0.316014;0.118505;0.029626
X_6;X_3,X_4,X_5;0,1,2,3;2;1;1;0.497575;0.331600;0.140679;0.030145
X_6;X_3,X_4,X_5;0,1,2,3;2;1;2;0.278106;0.404059;0.218512;0.099323
X_6;X_3,X_4,X_5;0,1,2,3;2;1;3;0.245572;0.430273;0.245572;0.078583
X_6;X_3,X_4,X_5;0,1,2,3;2;2;0;0.508400;0.324456;0.137648;0.029496
X_6;X_3,X_4,X_5;0,1,2,3;2;2;1;0.278491;0.403233;0.218814;0.099461
X_6;X_3,X_4,X_5;0,1,2,3;2;2;2;0.251070;0.417517;0.251070;0.080343
X_6;X_3,X_4,X_5;0,1,2,3;2;2;3;0.223913;0.419862;0.264624;0.091601
X_6;X_3,X_4,X_5;0,1,2,3;2;3;0;0.281583;0.396608;0.221244;0.100565
X_6;X_3,X_4,X_5;0,1,2,3;2;3;1;0.249272;0.421688;0.249272;0.079767
X_6;X_3,X_4,X_5;0,1,2,3;2;3;2;0.099910;0.249774;0.400541;0.249774
X_6;X_3,X_4,X_5;0,1,2,3;2;3;3;0.080978;0.263179;0.412909;0.242934
X_6;X_3,X_4,X_5;0,1,2,3;3;0;0;0.527690;0.321572;0.120590;0.030147
X_6;X_3,X_4,X_5;0,1,2,3;3;0;1;0.512122;0.322000;0.136606;0.029273
X_6;X_3,X_4,X_5;0,1,2,3;3;0;2;0.281568;0.396641;0.221232;0.100560
X_6;X_3,X_4,X_5;0,1,2,3;3;0;3;0.245596;0.430217;0.245596;0.078591
X_6;X_3,X_4,X_5;0,1,2,3;3;1;0;0.504497;0.327032;0.138741;0.029730
X_6;X_3,X_4,X_5;0,1,2,3;3;1;1;0.278622;0.402953;0.218917;0.099508
X_6;X_3,X_4,X_5;0,1,2,3;3;1;2;0.247598;0.425572;0.247598;0.079232
X_6;X_3,X_4,X_5;0,1,2,3;3;1;3;0.219153;0.432195;0.258999;0.089653
X_6;X_3,X_4,X_5;0,1,2,3;3;2;0;0.279296;0.401509;0.219447;0.099749
X_6;X_3,X_4,X_5;0,1,2,3;3;2;1;0.253345;0.412239;0.253345;0.081070
X_6;X_3,X_4,X_5;0,1,2,3;3;2;2;0.099437;0.248593;0.403378;0.248593
X_6;X_3,X_4,X_5;0,1,2,3;3;2;3;0.079043;0.256890;0.426939;0.237129
X_6;X_3,X_4,X_5;0,1,2,3;3;3;0;0.253453;0.411989;0.253453;0.081105
