target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_6=0;X_6=1;X_6=2;X_6=3
X_6;X_3,X_4,X_5;0,1,2,3;0;0;0;0.842226;0.126219;0.021037;0.010518
X_6;X_3,X_4,X_5;0,1,2,3;0;0;1;0.823298;0.145519;0.020788;0.010394
X_6;X_3,X_4,X_5;0,1,2,3;0;0;2;0.804859;0.146356;0.039028;0.009757
X_6;X_3,X_4,X_5;0,1,2,3;0;0;3;0.558234;0.294511;0.098170;0.049085
X_6;X_3,X_4,X_5;0,1,2,3;0;1;0;0.824485;0.146263;0.019502;0.009751
X_6;X_3,X_4,X_5;0,1,2,3;0;1;1;0.795411;0.163671;0.030688;0.010229
X_6;X_3,X_4,X_5;0,1,2,3;0;1;2;0.543085;0.311091;0.106938;0.038886
X_6;X_3,X_4,X_5;0,1,2,3;0;1;3;0.490499;0.336270;0.122280;0.050950
X_6;X_3,X_4,X_5;0,1,2,3;0;2;0;0.805182;0.155854;0.029223;0.009741
X_6;X_3,X_4,X_5;0,1,2,3;0;2;1;0.540245;0.306503;0.102168;0.051084
X_6;X_3,X_4,X_5;0,1,2,3;0;2;2;0.517730;0.321513;0.130615;0.030142
X_6;X_3,X_4,X_5;0,1,2,3;0;2;3;0.477098;0.351953;0.140781;0.030167
X_6;X_3,X_4,X_5;0,1,2,3;0;3;0;0.541851;0.311931;0.116974;0.029244
X_6;X_3,X_4,X_5;0,1,2,3;0;3;1;0.490667;0.336160;0.142613;0.030560
X_6;X_3,X_4,X_5;0,1,2,3;0;3;2;0.279156;0.401809;0.219337;0.099698
X_6;X_3,X_4,X_5;0,1,2,3;0;3;3;0.248445;0.423608;0.248445;0.079502
X_6;X_3,X_4,X_5;0,1,2,3;1;0;0;0.843569;0.128825;0.018404;0.009202
X_6;X_3,X_4,X_5;0,1,2,3;1;0;1;0.808060;0.143955;0.038388;0.009597
X_6;X_3,X_4,X_5;0,1,2,3;1;0;2;0.543013;0.304658;0.101553;0.050776
X_6;X_3,X_4,X_5;0,1,2,3;1;0;3;0.520503;0.319664;0.129864;0.029969
X_6;X_3,X_4,X_5;0,1,2,3;1;1;0;0.805432;0.145926;0.038914;0.009728
X_6;X_3,X_4,X_5;0,1,2,3;1;1;1;0.543449;0.304368;0.101456;0.050728
X_6;X_3,X_4,X_5;0,1,2,3;1;1;2;0.531642;0.312238;0.126847;0.029272
X_6;X_3,X_4,X_5;0,1,2,3;1;1;3;0.470364;0.356486;0.142594;0.030556
X_6;X_3,X_4,X_5;0,1,2,3;1;2;0;0.539573;0.313482;0.117556;0.029389
X_6;X_3,X_4,X_5;0,1,2,3;1;2;1;0.493531;0.334270;0.141811;0.030388
X_6;X_3,X_4,X_5;0,1,2,3;1;2;2;0.277435;0.405497;0.217985;0.099084
X_6;X_3,X_4,X_5;0,1,2,3;1;2;3;0.249637;0.420841;0.249637;0.079884
X_6;X_3,X_4,X_5;0,1,2,3;1;3;0;0.493605;0.334221;0.141791;0.030384
X_6;X_3,X_4,X_5;0,1,2,3;1;3;1;0.275836;0.408924;0.216728;0.098513
X_6;X_3,X_4,X_5;0,1,2,3;1;3;2;0.247218;0.426455;0.247218;0.079110
X_6;X_3,X_4,X_5;0,1,2,3;1;3;3;0.220625;0.428381;0.260739;0.090256
X_6;X_3,X_4,X_5;0,1,2,3;2;0;0;0.795498;0.153376;0.040900;0.010225
X_6;X_3,X_4,X_5;0,1,2,3;2;0;1;0.536674;0.308884;0.102961;0.051481
X_6;X_3,X_4,X_5;0,1,2,3;2;0;2;0.511773;0.325485;0.132228;0.030514
X_6;X_3,X_4,X_5;0,1,2,3;2;0;3;0.477736;0.351524;0.140609;0.030131
X_6;X_3,X_4,X_5;0,1,2,3;2;1;0;0.542707;0.311349;0.116756;0.029189
X_6;X_3,X_4,X_5;0,1,2,3;2;1;1;0.489629;0.336845;0.142904;0.030622
X_6;X_3,X_4,X_5;0,1,2,3;2;1;2;0.281956;0.395808;0.221537;0.100699
X_6;X_3,X_4,X_5;0,1,2,3;2;1;3;0.252541;0.414106;0.252541;0.080813
X_6;X_3,X_4,X_5;0,1,2,3;2;2;0;0.495068;0.333255;0.141381;0.030296
X_6;X_3,X_4,X_5;0,1,2,3;2;2;1;0.277919;0.404460;0.218365;0.099257
X_6;X_3,X_4,X_5;0,1,2,3;2;2;2;0.248943;0.422453;0.248943;0.079662
X_6;X_3,X_4,X_5;0,1,2,3;2;2;3;0.222958;0.422336;0.263496;0.091210
X_6;X_3,X_4,X_5;0,1,2,3;2;3;0;0.276289;0.407952;0.217084;0.098675
X_6;X_3,X_4,X_5;0,1,2,3;2;3;1;0.248871;0.422618;0.248871;0.079639
X_6;X_3,X_4,X_5;0,1,2,3;2;3;2;0.099002;0.247505;0.405988;0.247505
X_6;X_3,X_4,X_5;0,1,2,3;2;3;3;0.079277;0.257652;0.425238;0.237832
X_6;X_3,X_4,X_5;0,1,2,3;3;0;0;0.538247;0.314385;0.117894;0.029474
X_6;X_3,X_4,X_5;0,1,2,3;3;0;1;0.492467;0.334972;0.142109;0.030452
X_6;X_3,X_4,X_5;0,1,2,3;3;0;2;0.282485;0.394674;0.221953;0.100888
X_6;X_3,X_4,X_5;0,1,2,3;3;0;3;0.252100;0.415129;0.252100;0.080672
X_6;X_3,X_4,X_5;0,1,2,3;3;1;0;0.497194;0.331852;0.140786;0.030168
X_6;X_3,X_4,X_5;0,1,2,3;3;1;1;0.275379;0.409903;0.216369;0.098350
X_6;X_3,X_4,X_5;0,1,2,3;3;1;2;0.247281;0.426307;0.247281;0.079130
X_6;X_3,X_4,X_5;0,1,2,3;3;1;3;0.223287;0.421485;0.263884;0.091345
X_6;X_3,X_4,X_5;0,1,2,3;3;2;0;0.281364;0.397078;0.221071;0.100487
X_6;X_3,X_4,X_5;0,1,2,3;3;2;1;0.247716;0.425300;0.247716;0.079269
X_6;X_3,X_4,X_5;0,1,2,3;3;2;2;0.101317;0.253292;0.392100;0.253292
X_6;X_3,X_4,X_5;0,1,2,3;3;2;3;0.080459;0.261492;0.416672;0.241377
X_6;X_3,X_4,X_5;0,1,2,3;3;3;0;0.249796;0.420473;0.249796;0.079935
X_6;X_3,X_4,X_5;0,1,2,3;3;3;1;0.221152;0.427016;0.261361;0.090471
X_6;X_3,X_4,X_5;0,1,2,3;3;3;2;0.080728;0.262366;0.414722;0.242184
X_6;X_3,X_4,X_5;0,1,2,3;3;3;3;0.049612;0.148837;0.347287;0.454263
