target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4=0;X_4=1;X_4=2;X_4=3
X_4;X_1,X_2;0,1,2,3;0;0;0.916692;0.066646;0.016662;0.000000
X_4;X_1,X_2;0,1,2,3;0;1;0.880811;0.079459;0.031784;0.007946
X_4;X_1,X_2;0,1,2,3;0;2;0.570464;0.268460;0.128861;0.032215
X_4;X_1,X_2;0,1,2,3;0;3;0.519157;0.288506;0.144253;0.048084
X_4;X_1,X_2;0,1,2,3;1;0;0.773279;0.170041;0.045344;0.011336
X_4;X_1,X_2;0,1,2,3;1;1;0.726695;0.182203;0.072881;0.018220
X_4;X_1,X_2;0,1,2,3;1;2;0.437159;0.307004;0.204670;0.051167
X_4;X_1,X_2;0,1,2,3;1;3;0.360776;0.344198;0.245855;0.049171
X_4;X_1,X_2;0,1,2,3;2;0;0.533007;0.311329;0.124532;0.031133
X_4;X_1,X_2;0,1,2,3;2;1;0.414932;0.341290;0.195023;0.048756
X_4;X_1,X_2;0,1,2,3;2;2;0.103730;0.207461;0.481349;0.207461
X_4;X_1,X_2;0,1,2,3;2;3;0.051042;0.153126;0.438539;0.357293
X_4;X_1,X_2;0,1,2,3;3;0;0.416082;0.340619;0.194639;0.048660
X_4;X_1,X_2;0,1,2,3;3;1;0.307980;0.296580;0.296580;0.098860
X_4;X_1,X_2;0,1,2,3;3;2;0.048232;0.096464;0.385855;0.469449
X_4;X_1,X_2;0,1,2,3;3;3;0.000000;0.054761;0.273805;0.671434
