target_variable;parents;target_values;X_1(parent_1);X_2(parent_2);X_4(parent_3);X_5(parent_4);X_3=0;X_3=1;X_3=2;X_3=3
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;0;0.777857;0.159943;0.044429;0.017771
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;1;0.760319;0.177541;0.053262;0.008877
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;2;0.752918;0.185311;0.061770;0.000000
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;0;3;0.535932;0.309379;0.123752;0.030938
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;0;0.716719;0.207013;0.065373;0.010895
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;1;0.741596;0.184574;0.064601;0.009229
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;2;0.515469;0.319584;0.134019;0.030928
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;1;3;0.512837;0.311784;0.146149;0.029230
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;0;0.702855;0.220108;0.066032;0.011005
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;1;0.726889;0.200281;0.063726;0.009104
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;2;0.496389;0.338969;0.135588;0.029054
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;2;3;0.433349;0.370899;0.164844;0.030908
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;0;0.520303;0.323274;0.135567;0.020856
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;1;0.534372;0.310419;0.135808;0.019401
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;2;0.399036;0.383374;0.186506;0.031084
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;0;3;3;0.419301;0.367776;0.183888;0.029035
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;0;0.745511;0.181778;0.063622;0.009089
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;1;0.681326;0.223072;0.084980;0.010622
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;2;0.536625;0.308917;0.125497;0.028961
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;0;3;0.481454;0.342241;0.145193;0.031113
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;0;0.744283;0.185174;0.061725;0.008818
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;1;0.700337;0.206018;0.074916;0.018729
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;2;0.465827;0.356116;0.157110;0.020948
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;1;3;0.444637;0.359957;0.164552;0.030853
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;0;0.523458;0.320937;0.136155;0.019451
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;1;0.492678;0.331711;0.146343;0.029269
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;2;0.273940;0.422769;0.225022;0.078269
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;2;3;0.241255;0.440288;0.241255;0.077202
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;0;0.419871;0.372940;0.176111;0.031078
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;1;0.396605;0.378400;0.194314;0.030681
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;2;0.226947;0.412001;0.268210;0.092842
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;1;3;3;0.195494;0.423807;0.288097;0.092602
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;0;0.718054;0.197362;0.075186;0.009398
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;1;0.711503;0.198342;0.081140;0.009016
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;2;0.484529;0.340211;0.144332;0.030928
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;0;3;0.484132;0.330934;0.155734;0.029200
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;0;0.688903;0.216825;0.084845;0.009427
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;1;0.621372;0.259631;0.108180;0.010818
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;2;0.439357;0.363379;0.166116;0.031147
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;1;3;0.449867;0.347452;0.173726;0.028954
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;0;0.437351;0.368279;0.163680;0.030690
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;1;0.431922;0.362394;0.176300;0.029383
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;2;0.258029;0.401373;0.258029;0.082569
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;2;3;0.211866;0.451074;0.250387;0.086672
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;0;0.402463;0.372236;0.195914;0.029387
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;1;0.350979;0.405285;0.214487;0.029248
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;2;0.146692;0.393674;0.342281;0.117353
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;2;3;3;0.116685;0.406850;0.350056;0.126409
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;0;0.630313;0.253500;0.095062;0.021125
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;1;0.641734;0.235701;0.094281;0.028284
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;2;0.458580;0.364417;0.145767;0.031236
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;0;3;0.434744;0.369986;0.164438;0.030832
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;0;0.629443;0.240862;0.101903;0.027792
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;1;0.587087;0.259271;0.124834;0.028808
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;2;0.287459;0.394283;0.236127;0.082131
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;1;3;0.241457;0.439820;0.241457;0.077266
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;0;0.212181;0.450258;0.250760;0.086801
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;1;0.186000;0.451789;0.274106;0.088105
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;2;0.102137;0.255343;0.387177;0.255343
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;2;3;0.081731;0.265626;0.407449;0.245194
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;0;0.164151;0.435733;0.307782;0.092335
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;1;0.134109;0.442932;0.330115;0.092845
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;2;0.051556;0.154667;0.360890;0.432887
X_3;X_1,X_2,X_4,X_5;0,1,2,3;0;3;3;3;0.048631;0.116714;0.369594;0.465061
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;0;0.763667;0.172705;0.054538;0.009090
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;1;0.686554;0.223890;0.078361;0.011194
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;2;0.504131;0.327063;0.137155;0.031651
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;0;3;0.483383;0.330635;0.154985;0.030997
X_3;X_1,X_2,X_4,X_5;0,1,2,3;1;0;1;0;0.693714;0.226879;0.068064;0.011344
