target_variable;parents;target_values;X_3(parent_1);X_4(parent_2);X_5(parent_3);X_7=0;X_7=1;X_7=2;X_7=3
X_7;X_3,X_4,X_5;0,1,2,3;0;0;0;0.852817;0.106299;0.032707;0.008177
X_7;X_3,X_4,X_5;0,1,2,3;0;0;1;0.837352;0.121986;0.032530;0.008132
X_7;X_3,X_4,X_5;0,1,2,3;0;0;2;0.808390;0.139353;0.043548;0.008710
X_7;X_3,X_4,X_5;0,1,2,3;0;0;3;0.495786;0.325638;0.126054;0.052522
X_7;X_3,X_4,X_5;0,1,2,3;0;1;0;0.774039;0.169471;0.045192;0.011298
X_7;X_3,X_4,X_5;0,1,2,3;0;1;1;0.741061;0.191390;0.056291;0.011258
X_7;X_3,X_4,X_5;0,1,2,3;0;1;2;0.482484;0.341560;0.134554;0.041401
X_7;X_3,X_4,X_5;0,1,2,3;0;1;3;0.499913;0.326980;0.134639;0.038468
X_7;X_3,X_4,X_5;0,1,2,3;0;2;0;0.806543;0.140696;0.043967;0.008793
X_7;X_3,X_4,X_5;0,1,2,3;0;2;1;0.524952;0.310236;0.116338;0.048474
X_7;X_3,X_4,X_5;0,1,2,3;0;2;2;0.508148;0.318257;0.135018;0.038577
X_7;X_3,X_4,X_5;0,1,2,3;0;2;3;0.429606;0.373349;0.155562;0.041483
X_7;X_3,X_4,X_5;0,1,2,3;0;3;0;0.514297;0.320564;0.126283;0.038856
X_7;X_3,X_4,X_5;0,1,2,3;0;3;1;0.485205;0.339959;0.135984;0.038852
X_7;X_3,X_4,X_5;0,1,2,3;0;3;2;0.251259;0.429835;0.222268;0.096638
X_7;X_3,X_4,X_5;0,1,2,3;0;3;3;0.236707;0.413378;0.257291;0.092625
X_7;X_3,X_4,X_5;0,1,2,3;1;0;0;0.849786;0.110684;0.031624;0.007906
X_7;X_3,X_4,X_5;0,1,2,3;1;0;1;0.752376;0.188666;0.047166;0.011792
X_7;X_3,X_4,X_5;0,1,2,3;1;0;2;0.536397;0.299410;0.115901;0.048292
X_7;X_3,X_4,X_5;0,1,2,3;1;0;3;0.503213;0.321450;0.136373;0.038964
X_7;X_3,X_4,X_5;0,1,2,3;1;1;0;0.757105;0.185063;0.046266;0.011566
X_7;X_3,X_4,X_5;0,1,2,3;1;1;1;0.490491;0.332740;0.124778;0.051991
X_7;X_3,X_4,X_5;0,1,2,3;1;1;2;0.507940;0.318392;0.135075;0.038593
X_7;X_3,X_4,X_5;0,1,2,3;1;1;3;0.435608;0.369420;0.153925;0.041047
X_7;X_3,X_4,X_5;0,1,2,3;1;2;0;0.512557;0.321712;0.126735;0.038995
X_7;X_3,X_4,X_5;0,1,2,3;1;2;1;0.492521;0.335127;0.134051;0.038300
X_7;X_3,X_4,X_5;0,1,2,3;1;2;2;0.254746;0.421923;0.225352;0.097979
X_7;X_3,X_4,X_5;0,1,2,3;1;2;3;0.222159;0.449433;0.241477;0.086932
X_7;X_3,X_4,X_5;0,1,2,3;1;3;0;0.486074;0.339385;0.135754;0.038787
X_7;X_3,X_4,X_5;0,1,2,3;1;3;1;0.266309;0.395684;0.235581;0.102426
X_7;X_3,X_4,X_5;0,1,2,3;1;3;2;0.238468;0.409014;0.259204;0.093314
X_7;X_3,X_4,X_5;0,1,2,3;1;3;3;0.192696;0.460452;0.260139;0.086713
